posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
94,06:02:00,02:11:30,Carmen MARTINEZ SAEZ,CEX CARTAGENA,N/D,F,VET-A,meridiano,2017
95,06:02:15,02:11:45,Manuel CHAVEZ PEREZ,CASA FITO CHIMICHE,N/D,M,SENIOR,meridiano,2017
96,06:02:26,02:11:56,Evaldas JADENKUS,OK AZUOLAS,N/D,M,VET-A,meridiano,2017
97,06:03:54,02:13:23,Santiago FARIÑA TADEO,C.T. PEJEVERDE,N/D,M,SENIOR,meridiano,2017
98,06:03:54,02:13:23,Ivan SOSA ZAMORANO,C T PEJEVERDE,N/D,M,SENIOR,meridiano,2017
99,06:04:13,02:13:42,Esteban Celio MARTIN RODRIGUEZ,C.C. BICISTAR,N/D,M,SENIOR,meridiano,2017
100,06:04:47,02:14:17,Jose Antonio GARABAL GARCIA-TALAVERA,TENERIFE TRAIL,N/D,M,VET-B,meridiano,2017
101,06:06:00,02:15:29,Vianney GONZALEZ,STUDIO54INTERSPORT,N/D,F,SENIOR,meridiano,2017
102,06:06:18,02:15:47,Santiago PINO ROBLES,CD TRIFITPRO,N/D,M,SENIOR,meridiano,2017
103,06:06:25,02:15:55,Davinia LUIS HERNANDEZ,7RAID,N/D,F,SENIOR,meridiano,2017
104,06:06:31,02:16:01,Antonio Sacha TERNERO FERNANDEZ,NURICAN TRAIL,N/D,M,SENIOR,meridiano,2017
105,06:06:32,02:16:02,Vicente Imeldo MOLINA DONIZ,NURICANTRAIL,N/D,M,VET-A,meridiano,2017
106,06:06:46,02:16:15,Rocio CORZO BRUÑAS,COYOTES TENERIFE TRAIL,N/D,F,SENIOR,meridiano,2017
107,06:06:56,02:16:26,Yauci Jonay DE VALCARCEL CABRERA,VEGA NUEVA 13 TRAIL,N/D,M,SENIOR,meridiano,2017
108,06:08:58,02:18:28,Ivan Jose CASTILLA PEREZ,FLAMENCOTRAIL DEPORTES DEL CASTILLO,N/D,M,SENIOR,meridiano,2017
109,06:08:59,02:18:29,Francisco Jose CLEMENTE LOPEZ,A.D. ELIOCROCA,N/D,M,VET-A,meridiano,2017
110,06:09:12,02:18:42,Alejandro N ALVAREZ BRITO,CHICHARRO TRAIL,N/D,M,SENIOR,meridiano,2017
111,06:09:15,02:18:45,Carlos Miguel SOSA SANTANA,N/D,N/D,M,SENIOR,meridiano,2017
112,06:11:51,02:21:21,Victor Alberto GIL PERDOMO,IGUESTE TRAIL,N/D,M,SENIOR,meridiano,2017
113,06:13:17,02:22:47,Francisco Javier MENDEZ CEJAS,CCTSANTACRUZMAGECTRAIL,N/D,M,VET-A,meridiano,2017
114,06:13:17,02:22:47,Oscar Luis DORTA PEREZ,MAGEC TRAIL,N/D,M,SENIOR,meridiano,2017
115,06:14:45,02:24:15,Roberto SOCAS DOMINGUEZ,TORTUGA TRAIL,N/D,M,SENIOR,meridiano,2017
116,06:15:36,02:25:06,Yeray YANES GONZALEZ,COMPLEJO DEPORTIVO EL MAYORAZGO,N/D,M,SENIOR,meridiano,2017
117,06:16:30,02:26:00,Rayco HERNANDEZ HERNANDEZ,N/D,N/D,M,SENIOR,meridiano,2017
118,06:16:42,02:26:12,Oliverio SUAREZ NAVARRO,C.D TARACLIMB,N/D,M,SENIOR,meridiano,2017
119,06:16:54,02:26:24,Roberto ROSA MARROQUIN,40ÑEROS RUNNING,N/D,M,SENIOR,meridiano,2017
120,06:17:47,02:27:17,Ione DIAZ REYES,STUDIO54 INTERSPORT,N/D,M,SENIOR,meridiano,2017
121,06:18:06,02:27:35,Mario Miguel ALVAREZ RODRIGUEZ,VIDA TRAIL,N/D,M,VET-A,meridiano,2017
122,06:18:58,02:28:28,Magnolia DIAZ BOTELLA,CLUB MONTAÑA VERGARA,N/D,F,VET-A,meridiano,2017
123,06:20:49,02:30:19,Hector Anibal SANCHEZ FERNANDEZ,C.D. GUAXIT ZONA ABORIGEN,N/D,M,VET-A,meridiano,2017
124,06:21:25,02:30:55,Jesus DIAZ GARCIA,GUAGUAS INFINITO TRAIL,N/D,M,SENIOR,meridiano,2017
125,06:21:54,02:31:23,Tomas PADRON RODRIGUEZ,PATEA SAN BORONDÓN BERENICEDENTAL,N/D,M,VET-C,meridiano,2017
126,06:22:42,02:32:11,Agoney CURBELO GUERRA,N/D,N/D,M,SENIOR,meridiano,2017
127,06:23:18,02:32:47,Carlos Antonio LOPEZ RODRIGUEZ,ROCACABRA,N/D,M,SENIOR,meridiano,2017
128,06:23:40,02:33:09,Manuel Orlando HERNANDEZ FEO,N/D,N/D,M,VET-A,meridiano,2017
129,06:23:57,02:33:27,Vicente HERNANDEZ PALENZUELA,PATEA SAN BORONDON BERENICEDENTAL,N/D,M,SENIOR,meridiano,2017
130,06:24:07,02:33:37,Jeronimo HERNANDEZ CRUZ,N/D,N/D,M,VET-C,meridiano,2017
131,06:24:35,02:34:05,Juan Adolfo DUQUE HERNANDEZ,TRAVERTORO,N/D,M,VET-A,meridiano,2017
132,06:25:05,02:34:34,Ruben LEZCANO RIVERO,ARISTA,N/D,M,VET-A,meridiano,2017
133,06:25:07,02:34:37,Fabian ROMERO MARRERO,STUDIO 54,N/D,M,SENIOR,meridiano,2017
134,06:25:44,02:35:14,Claudio ACOSTA VERONA,ARISTA,N/D,M,VET-A,meridiano,2017
135,06:26:13,02:35:42,Jose Aridane PEREZ GONZALEZ,C.D. BAYANA,N/D,M,SENIOR,meridiano,2017
136,06:26:13,02:35:43,Marcos Jovanni BRITO GARCIA,AJ TEAM TRAIL,N/D,M,SENIOR,meridiano,2017
137,06:26:18,02:35:48,Eduardo LEDESMA RAMOS,MENRISCOTRAIL,N/D,M,SENIOR,meridiano,2017
138,06:27:40,02:37:09,Raul GONZALEZ CASTELLANO,ARTENATIVA,N/D,M,SENIOR,meridiano,2017
139,06:27:44,02:37:14,Ignacio AFONSO GUZMAN,PINTADERA TRAIL,N/D,M,SENIOR,meridiano,2017
140,06:27:58,02:37:28,Moises HERNANDEZ HERNANDEZ,TORTUGAS TRAIL,N/D,M,SENIOR,meridiano,2017
141,06:29:34,02:39:03,Guillermo Antonio BARROSO RODRIGUEZ,ICHASAGUA TRAIL,N/D,M,VET-A,meridiano,2017
142,06:30:15,02:39:45,Hector FUENTES SANJUAN,BAYANA TRAIL,N/D,M,SENIOR,meridiano,2017
143,06:30:16,02:39:46,Angel Luis CAMACHO PEREZ,BAYANA TRAIL,N/D,M,VET-A,meridiano,2017
144,06:30:25,02:39:54,Fernando ALVAREZ PEREZ,C.C.T. SANTA CRUZ CAJACANARIAS,N/D,M,VET-B,meridiano,2017
145,06:30:26,02:39:56,Angela MORALES QUINTERO,ANGELA,N/D,F,SENIOR,meridiano,2017
146,06:30:26,02:39:56,Gonzalo RODRIGUEZ RAMOS,40ÑEROS RUNNING,N/D,M,VET-A,meridiano,2017
147,06:30:27,02:39:57,Ariel MARTIN MARRERO,C.D. 4 FIT,N/D,M,SENIOR,meridiano,2017
148,06:30:30,02:39:59,Marcos Alexis LEON PEREZ,STUDIO54,N/D,M,VET-A,meridiano,2017
149,06:30:38,02:40:08,Daniel GALVAN HERNANDEZ,PICAPINOS TRAIL,N/D,M,VET-A,meridiano,2017
150,06:31:19,02:40:48,German CONCEPCION RODRIGUEZ,CCTSANTACRUZMAGECTRAIL,N/D,M,VET-A,meridiano,2017
151,06:32:02,02:41:31,Jose Francisco ALONSO GARCIA,GUAXIT ZONA ABORIGEN,N/D,M,VET-A,meridiano,2017
152,06:33:17,02:42:47,Gema DEL VALLE DE LEMA,C.D.4FIT,N/D,F,VET-A,meridiano,2017
153,06:34:17,02:43:47,Agustin FARIÑA GARCIA,N/D,N/D,M,VET-A,meridiano,2017
154,06:35:44,02:45:13,Edgar ROQUE DELGADO,C.D. 4FIT,N/D,M,SENIOR,meridiano,2017
155,06:38:03,02:47:32,Christian MEJIAS FELIPE,ARISTA,N/D,M,VET-A,meridiano,2017
156,06:38:33,02:48:03,Carlos RAMOS GUERRA,BAYANA TRAIL,N/D,M,VET-A,meridiano,2017
157,06:39:17,02:48:47,Jose Luis PEREZ HERNANDEZ,ARISTA,N/D,M,SENIOR,meridiano,2017
158,06:39:40,02:49:10,Francisco Javier GONZALEZ HERNANDEZ,N/D,N/D,M,VET-B,meridiano,2017
159,06:39:40,02:49:10,Jose Miguel GARCIA AFONSO,ON MOVE,N/D,M,SENIOR,meridiano,2017
160,06:40:04,02:49:34,Daniel Yeray RAMOS GONZALEZ,VEREDAS ATAURO,N/D,M,SENIOR,meridiano,2017
161,06:40:24,02:49:54,Katarina ZAJACOVA,PHOENIX TRIATHLON CLUB,N/D,F,SENIOR,meridiano,2017
162,06:40:24,02:49:54,Neil MAIDMENT,N/D,N/D,M,VET-B,meridiano,2017
163,06:40:45,02:50:15,Jonatan VELAZQUEZ LUTZARDO,ARCHIPIELAGO TRAIL,N/D,M,SENIOR,meridiano,2017
164,06:40:45,02:50:15,Joel CABRERA FARIÑA,ARCHIPIELAGO TRAIL,N/D,M,SENIOR,meridiano,2017
165,06:40:58,02:50:28,Juan Jose ARGANDA MENDEZ,N/D,N/D,M,SENIOR,meridiano,2017
166,06:40:58,02:50:28,Agustin D'ENJOY RODRIGUEZ,N/D,N/D,M,SENIOR,meridiano,2017
167,06:41:02,02:50:32,Adan LORENZO DEL ROSARIO,ISLA BAJA TRAIL,N/D,M,SENIOR,meridiano,2017
168,06:41:55,02:51:25,Paolo PROFILI,N/D,N/D,M,VET-B,meridiano,2017
169,06:42:04,02:51:34,Juan Pedro HERNANDEZ CARBALLO,INCORPORE SANO,N/D,M,SENIOR,meridiano,2017
170,06:43:36,02:53:05,Jose Eduardo NAVARRO MENDOZA,N/D,N/D,M,SENIOR,meridiano,2017
171,06:44:21,02:53:51,Carmelo Oscar REYES HERNANDEZ,FLAMENCOTRAIL,N/D,M,SENIOR,meridiano,2017
172,06:45:19,02:54:49,David Jesus DIAZ MARTINEZ,N/D,N/D,M,SENIOR,meridiano,2017
173,06:47:13,02:56:42,Esther GORDILLO CONCEPCION,N/D,N/D,F,VET-A,meridiano,2017
174,06:48:24,02:57:54,Eduardo RODRIGUEZ LOPEZ,TENERIFE CORRE,N/D,M,SENIOR,meridiano,2017
175,06:48:25,02:57:55,Juan Manuel TORRES RODRIGUEZ,CASA FITO,N/D,M,VET-A,meridiano,2017
176,06:48:25,02:57:55,Pedro Antonio GOMEZ GONZALEZ,CASA FITO CHIMICHE,N/D,M,VET-A,meridiano,2017
177,06:48:43,02:58:12,Armide MONTESDEOCA GUEDEZ,FEMARGUIN,N/D,M,SENIOR,meridiano,2017
178,06:48:43,02:58:13,Sergio MONTESDEOCA VEGA,C.D. U.A.V.A.,N/D,M,VET-A,meridiano,2017
179,06:48:44,02:58:13,Francisco Javier MONTESDEOCA VEGA,FEMARGUIN,N/D,M,VET-B,meridiano,2017
180,06:50:17,02:59:47,Sergio SUAREZ CHECA,N/D,N/D,M,SENIOR,meridiano,2017
181,06:50:35,03:00:05,Jeronimo SANTANA SANTANA,GUAGUAS INFINITO TRAIL,N/D,M,VET-B,meridiano,2017
182,06:51:45,03:01:15,Ricardo HERNANDEZ RODRIGUEZ,JAIRA TRAIL,N/D,M,VET-A,meridiano,2017
183,06:52:10,03:01:40,Antonio ALBA LORENZO,C.D.SPORTY,N/D,M,VET-A,meridiano,2017
184,06:52:13,03:01:43,Gerardo ZAMORA HERNANDEZ,CORRECAMINOS TENERIFE TEAM,N/D,M,SENIOR,meridiano,2017
185,06:52:41,03:02:11,Diego EXPOSITO RODRIGUEZ,ROCACABRA,N/D,M,VET-A,meridiano,2017
186,06:52:41,03:02:11,Critina CASTILLA DEVORA,CLATOR 3.7,N/D,F,VET-A,meridiano,2017
187,06:52:47,03:02:17,Sergio RODRIGUEZ BRITO,PICHÓN TRAIL PROYET,N/D,M,VET-A,meridiano,2017
188,06:52:53,03:02:23,Eduardo GUTIERREZ YANES,ON MOVE,N/D,M,SENIOR,meridiano,2017
189,06:53:26,03:02:56,Jose Ignacio CABALLERO LOPEZ,CD AGAETERUN,N/D,M,VET-A,meridiano,2017
190,06:53:39,03:03:09,Miguel Angel TABRAUE TARBAY,C.D.M. NATIVES RESISTENCIA TEAM,N/D,M,VET-B,meridiano,2017
191,06:53:47,03:03:17,Jonathan VALENCIA MEDINA,AGAETERUN,N/D,M,SENIOR,meridiano,2017
192,06:54:03,03:03:33,Simone MADONNA,N/D,N/D,M,SENIOR,meridiano,2017
193,06:54:18,03:03:48,Jose Ignacio HERNANDEZ MESA,URBANRUNN,N/D,M,VET-A,meridiano,2017
194,06:54:19,03:03:49,Juan Pedro MARTIN LUIS,URBANRUNN,N/D,M,VET-A,meridiano,2017
195,06:56:46,03:06:15,Francisco SANCHEZ DIAZ,C.D. ARISTA,N/D,M,VET-B,meridiano,2017
196,06:57:15,03:06:45,Julio Javier FEBLES PADRON,N/D,N/D,M,VET-A,meridiano,2017
197,06:57:22,03:06:52,Manuel Esteban YANES SANCHEZ,NURICAN TRAIL,N/D,M,VET-B,meridiano,2017
198,06:58:04,03:07:33,Bernd QUINKENSTEIN,FUENKATRAIL,N/D,M,VET-B,meridiano,2017
199,06:58:34,03:08:04,Jose David CONCEPCION IZQUIERDO,GUAYOTA TRAIL,N/D,M,SENIOR,meridiano,2017
200,06:58:45,03:08:15,Bruno PANCRAZZI,C.D.35600,N/D,M,VET-A,meridiano,2017
201,06:59:09,03:08:39,Francisco Jose MARTINEZ MENDOZA,LA MORRA MTB CYCLING TEAM,N/D,M,VET-A,meridiano,2017
202,06:59:23,03:08:52,Judith JIMENEZ MONTESDEOCA,C.D. CFS LOS ÁLAMOS-EL PINO,N/D,F,SENIOR,meridiano,2017
203,06:59:38,03:09:07,Jose Miguel EXPOSITO MOLINA,CCTSANTACRUZMAGECTRAIL,N/D,M,SENIOR,meridiano,2017
204,06:59:44,03:09:14,Joerg QUENTIN,TSV BIENENBUETTEL,N/D,M,VET-B,meridiano,2017
205,07:00:14,03:09:44,Noel ALONSO EXPOSITO,MENRISCOTRAIL,N/D,M,SENIOR,meridiano,2017
206,07:04:03,03:13:33,Ramiro HERNANDEZ LORENZO,ADM AMORSECO,N/D,M,SENIOR,meridiano,2017
207,07:04:04,03:13:34,Manuel Carlos BARRETO DORTA,AMORSECO TRAIL,N/D,M,VET-A,meridiano,2017
208,07:04:56,03:14:26,Victor DARIAS GONZALEZ,CCT SANTA CRUZ MAGEC TRAIL,N/D,M,SENIOR,meridiano,2017
209,07:05:34,03:15:04,Luis Roberto RIVAS SANTOS,PINTADERA TRAIL,N/D,M,SENIOR,meridiano,2017
210,07:05:49,03:15:18,Luz Maria ARMAS SANCHEZ,CLUB DEPORTIVO LA HILERA,N/D,F,VET-B,meridiano,2017
211,07:06:19,03:15:49,Iñigo GOIRIA MADARIA,N/D,N/D,M,VET-A,meridiano,2017
212,07:06:20,03:15:49,Koldo LOIDI HAGENBACH,N/D,N/D,M,VET-A,meridiano,2017
213,07:06:36,03:16:06,Francisco Javier GONZALEZ DIAZ,TITANES TRAIL,N/D,M,VET-A,meridiano,2017
214,07:06:46,03:16:15,Sinto PALLE PEDESCOLL,AEP,N/D,M,SENIOR,meridiano,2017
215,07:07:18,03:16:48,Carmelo ALMEIDA HERNANDEZ,C.D. MONTAÑA VERGARA,N/D,M,VET-A,meridiano,2017
216,07:10:09,03:19:38,Ralf ZINKE,N/D,N/D,M,VET-B,meridiano,2017
217,07:10:09,03:19:38,Luis MEDEROS TORRES,C.D.GUAXIT ZONA ABORIGEN,N/D,M,VET-A,meridiano,2017
218,07:10:45,03:20:15,Efren DEVORA MESA,N/D,N/D,M,VET-A,meridiano,2017
219,07:11:08,03:20:37,Santi FRIAS DIAZ,PATEA SAN BORONDÓN BERENICEDENTAL,N/D,M,VET-A,meridiano,2017
220,07:11:29,03:20:59,Alfonso HERNANDEZ GAMEZ,N/D,N/D,M,SENIOR,meridiano,2017
221,07:12:27,03:21:57,Francisco Miguel MARTIN HERNANDEZ,STUDIO 54 INTERSPORT,N/D,M,VET-A,meridiano,2017
222,07:12:31,03:22:00,Antonio Jose SOCAS GONZALEZ,N/D,N/D,M,VET-A,meridiano,2017
