posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
19,05:01:12,01:18:26,Cristo Jonás PÉREZ CÁCERES,GARAFIA INFINITA,N/D,M,VET-A,meridiano,2020
20,05:01:32,01:18:46,Jose Angel DIAZ GONZALEZ,CAI GRAN CANARIA,N/D,M,SENIOR,meridiano,2020
21,05:01:46,01:19:00,Felix SANTANA,COTRAINER,N/D,M,VET-A,meridiano,2020
22,05:03:19,01:20:34,Dionisio MAHEDERO CORTES,ORERO PATERNA RUNNERS,N/D,M,VET-B,meridiano,2020
23,05:03:42,01:20:56,Alexis LEÓN ARBELO,GALLOTIA,N/D,M,VET-A,meridiano,2020
24,05:08:06,01:25:20,Alejandro RODRIGUEZ RODRÍGUEZ,C.D. ARISTA,N/D,M,SENIOR,meridiano,2020
25,05:08:30,01:25:45,Francisco Manuel PEREZ DOPICO,VOY YOOO TRAIL TEAM,N/D,M,VET-A,meridiano,2020
26,05:10:08,01:27:22,Jose Ramon SAAVEDRA PADRON,CARPHIAL TEROR TRAIL,N/D,M,VET-A,meridiano,2020
27,05:11:13,01:28:28,Francisco Javier AGUA ALBUERA,TODOVERTICAL,N/D,M,SENIOR,meridiano,2020
28,05:11:31,01:28:46,Diego HERNÁNDEZ HERNÁNDEZ,JAIRA TRAIL,N/D,M,SENIOR,meridiano,2020
29,05:12:13,01:29:28,Jonathan PONCE ALMEIDA,N/D,N/D,M,SENIOR,meridiano,2020
30,05:12:15,01:29:30,Jose Angel CONCEPCIÓN SÁNCHEZ,ARIDANE TRAIL,N/D,M,SENIOR,meridiano,2020
31,05:12:34,01:29:49,Domingo YANES RODRÍGUEZ,NUTRIFORMATRAIL,N/D,M,SENIOR,meridiano,2020
32,05:16:28,01:33:42,Saul VALERON GOYES,CLUMONVAL,N/D,M,SENIOR,meridiano,2020
33,05:16:45,01:34:00,Aaron Adasat HERNANDEZ GRILLO,ISLA BAJA TRAIL,N/D,M,SENIOR,meridiano,2020
34,05:16:46,01:34:00,Miguel VELÁZQUEZ TRUJILLO,ISLABAJA TRAIL,N/D,M,SENIOR,meridiano,2020
35,05:17:36,01:34:51,Claudio Antonio GARCIA LUIS,TENERIFE TRAIL,N/D,M,VET-A,meridiano,2020
36,05:17:49,01:35:03,David QUINTANA PERDOMO,COYOTETRAIL,N/D,M,VET-A,meridiano,2020
37,05:18:03,01:35:18,Victor Moises NONATO PEREZ,TRECUS DOMINGO ALONSO,N/D,M,VET-A,meridiano,2020
38,05:18:36,01:35:51,Israel HERRERO ALEJO,SPOR-TI,N/D,M,SENIOR,meridiano,2020
39,05:18:55,01:36:09,Ivan PEREZ CARLOS,TENERIFETRAIL,N/D,M,SENIOR,meridiano,2020
40,05:19:20,01:36:34,Angel Santiago GIL PERDOMO,AIIIIIIIADELANTE TEAM,N/D,M,VET-A,meridiano,2020
41,05:19:58,01:37:13,Baudilio BETANCOR CASTELLANO,CARPHIAL,N/D,M,VET-A,meridiano,2020
42,05:20:49,01:38:03,Iballa CASTELLANO SAN GINÉS,ACTIVAT TRAIL TEAM,N/D,F,SENIOR,meridiano,2020
43,05:21:06,01:38:20,Jonay MEDINA RODRÍGUEZ,C.M EL JABLE,N/D,M,SENIOR,meridiano,2020
44,05:21:50,01:39:05,Jose Manuel SANTIAGO MARTINEZ,CCT TENERIFE,N/D,M,VET-B,meridiano,2020
45,05:23:22,01:40:37,Pato VELEZ,INCORPORE SANE,N/D,M,SENIOR,meridiano,2020
46,05:26:02,01:43:17,Kristoffer KRISTIANSEN FOLLESDEL,N/D,N/D,M,SENIOR,meridiano,2020
47,05:26:42,01:43:56,Mireia GARCIA SANCHEZ,CLUB ILLUSION TRIATLON,N/D,F,SENIOR,meridiano,2020
48,05:26:59,01:44:13,Antonio Jesús HERNÁNDEZ RODRÍGUEZ,COTRAINER,N/D,M,VET-A,meridiano,2020
49,05:27:17,01:44:31,Raquel LINARES MATEO,B&B TRAIL,N/D,F,SENIOR,meridiano,2020
50,05:27:20,01:44:35,Carlos Javier HERNÁNDEZ GONZÁLEZ,TENERIFE TRAIL,N/D,M,SENIOR,meridiano,2020
51,05:27:42,01:44:57,Ruben QUINTANA SANCHEZ,TENERIFE TRAIL,N/D,M,SENIOR,meridiano,2020
52,05:27:45,01:45:00,Alberto Jesus LEDESMA RAMOS,AGUILILLAS TRAIL,N/D,M,SENIOR,meridiano,2020
53,05:28:13,01:45:27,Santiago CASTELLANO FERNÁNDEZ,TENERIFE TRAIL,N/D,M,VET-A,meridiano,2020
54,05:28:20,01:45:35,Fernando GONZALEZ DÍAZ,N/D,N/D,M,VET-A,meridiano,2020
55,05:28:20,01:45:35,Jacob GARCIA SANTANA,CLUB NEBLINA TRES VALLES,N/D,M,SENIOR,meridiano,2020
56,05:28:25,01:45:39,Víctor Manuel RODRÍGUEZ SÁNCHEZ,GAIOTIA,N/D,M,VET-A,meridiano,2020
57,05:28:32,01:45:46,Carlos CARNERO CORDERO,CLUB ILLUSION TRIATLON,N/D,M,VET-B,meridiano,2020
58,05:29:29,01:46:43,Eugenio SOSA BETANCOR,C.D RUNGOSAY,N/D,M,VET-A,meridiano,2020
59,05:29:55,01:47:09,Sonia ESCURIOLA REULA,N/D,N/D,F,SENIOR,meridiano,2020
60,05:30:11,01:47:26,Airam ACOSTA PÉREZ,PODONA TRAIL,N/D,M,SENIOR,meridiano,2020
61,05:30:28,01:47:43,Maximo SANCHEZ DURAN,N/D,N/D,M,SENIOR,meridiano,2020
62,05:32:20,01:49:34,Santiago DORTA SUAREZ,N/D,N/D,M,SENIOR,meridiano,2020
63,05:33:32,01:50:47,Francisco José RODRÍGUEZ BARRETO,PALIBA,N/D,M,SENIOR,meridiano,2020
64,05:33:47,01:51:02,Noel ALONSO EXPÓSITO,AGUILILLAS TRAIL,N/D,M,SENIOR,meridiano,2020
65,05:33:55,01:51:10,Richard DORTA ESTEVEZ,TENERIFE TRAIL,N/D,M,VET-A,meridiano,2020
66,05:34:27,01:51:41,Jose Manuel HERNANDEZ MENDEZ,LEVANTAPOLVACERAS,N/D,M,VET-A,meridiano,2020
67,05:35:15,01:52:30,David MARTÍN SIMÓN,C.D.CARRERITAS PA LAS PATAS,N/D,M,VET-A,meridiano,2020
68,05:35:22,01:52:37,Alejandro DE FRANCISCO PAGES,N/D,N/D,M,SENIOR,meridiano,2020
69,05:35:32,01:52:46,Vicente MEDALL RAMOS,RUNNING MORÓ,N/D,M,SENIOR,meridiano,2020
70,05:36:15,01:53:29,Airam PADRON LORENZO,INTERSPORT,N/D,M,SENIOR,meridiano,2020
71,05:37:40,01:54:54,Alfonso HERNANDEZ GAMEZ,AMIBOLATRAIL,N/D,M,VET-A,meridiano,2020
72,05:37:43,01:54:57,Yeray YANES GONZÁLEZ,C.D. TRIHOA,N/D,M,SENIOR,meridiano,2020
73,05:38:01,01:55:16,Pedro Jose PLACERES AFONSO,C. C. CHINEJE,N/D,M,VET-B,meridiano,2020
74,05:39:17,01:56:31,Ivan LEÓN ARBELO,C. D. GALLOTIA,N/D,M,SENIOR,meridiano,2020
75,05:39:32,01:56:46,César GONZÁLEZ GONZÁLEZ,AIIIIIIIADELANTE TEAM,N/D,M,SENIOR,meridiano,2020
76,05:39:32,01:56:47,Agoney CURBELO GUERRA,INDEPENDIENTE,N/D,M,SENIOR,meridiano,2020
77,05:39:37,01:56:51,Oscar Luis DORTA PEREZ,MAGEC TRAIL,N/D,M,SENIOR,meridiano,2020
78,05:39:54,01:57:08,Francisco MARTINEZ BUGALLO,N/D,N/D,M,VET-A,meridiano,2020
79,05:40:54,01:58:08,Ruben VALLS VIGON,N/D,N/D,M,VET-A,meridiano,2020
80,05:40:57,01:58:12,Santiago DE LA HUERGA MORENO,CORRECAMINOS TENERIFE TEAM,N/D,M,VET-B,meridiano,2020
81,05:42:31,01:59:45,Domingo MORAN ALEMAN,UAVA,N/D,M,VET-A,meridiano,2020
82,05:43:29,02:00:44,Sito FRANQUIS SIEIRO,N/D,N/D,M,SENIOR,meridiano,2020
83,05:43:30,02:00:44,Jonathan COLLADO ALMEIDA,CLUMONVAL,N/D,M,VET-A,meridiano,2020
84,05:43:32,02:00:46,Francisco M. AVILA GLEZ,C.DE CORREDORES ULTRATENETRAIL,N/D,M,VET-A,meridiano,2020
85,05:44:20,02:01:34,Matias SANTANA SANTANA,COTRAINE,N/D,M,VET-A,meridiano,2020
86,05:45:19,02:02:33,Hector Anibal SANCHEZ FERNÁNDEZ,C.D. ADVANCE TOTAL RUNNING,N/D,M,VET-A,meridiano,2020
87,05:45:50,02:03:05,Francois REGHEM,N/D,N/D,M,SENIOR,meridiano,2020
88,05:46:04,02:03:18,Toni RODRÍGUEZ PÉREZ,GUANILAS TEAM,N/D,M,VET-A,meridiano,2020
89,05:46:10,02:03:25,Mariano SACRISTÁN SÁNCHEZ,CLUB PEDRIZA MANZANARES,N/D,M,VET-A,meridiano,2020
90,05:46:10,02:03:25,Carlos Gustavo PEREZ RAVELO,C.D.GALLOTIA,N/D,M,SENIOR,meridiano,2020
91,05:47:55,02:05:09,Acaymo UMPIERREZ ARRAEZ,C.D. JABLE,N/D,M,VET-A,meridiano,2020
92,05:47:56,02:05:11,Airam BAEZ ACOSTA,DE MAR A CUMBRE MUFLONES,N/D,M,VET-A,meridiano,2020
93,05:48:27,02:05:42,Hector GRANADO VILLACE,GALLOTIA,N/D,M,VET-A,meridiano,2020
94,05:49:19,02:06:33,Maria Pilar SOSA HERNANDEZ,CM EL JABLE,N/D,F,SENIOR,meridiano,2020
95,05:49:20,02:06:34,Javier SEXTO AGUIAR,AD JARNACHAS,N/D,M,SENIOR,meridiano,2020
96,05:49:23,02:06:38,Iván DOMINGUEZ PEREDA,A.D. JARNACHAS,N/D,M,VET-A,meridiano,2020
97,05:49:55,02:07:09,Oliver VERA GARCIA,CHICHARRO TRAIL,N/D,M,VET-A,meridiano,2020
98,05:51:05,02:08:19,Jose Antonio DELGADO RODRÍGUEZ,C.D. MAZUCATOR,N/D,M,VET-A,meridiano,2020
99,05:51:19,02:08:33,David MUNDINA GIL,N/D,N/D,M,SENIOR,meridiano,2020
100,05:52:25,02:09:40,Arsenio Luis MARRERO COELLO,GUAYOTA TRAIL,N/D,M,VET-B,meridiano,2020
101,05:52:26,02:09:41,Yeray RODRIGUEZ GONZÁLEZ,GUAYOTA TRAIL,N/D,M,SENIOR,meridiano,2020
102,05:53:20,02:10:34,Sergio GUEDES SUAREZ,CAÍ CADR,N/D,M,VET-A,meridiano,2020
103,05:54:06,02:11:20,José Alberto DIAZ HERRERA,NORTRAIL,N/D,M,VET-A,meridiano,2020
104,05:54:12,02:11:27,Alfredo QUINTANA,N/D,N/D,M,SENIOR,meridiano,2020
105,05:54:12,02:11:27,Bruno MONTESDEOCA RAMOS,C.T. CANDETLON,N/D,M,SENIOR,meridiano,2020
106,05:54:37,02:11:52,Tomas Ivan MESA DIONIS,SILEX TRAIL,N/D,M,VET-A,meridiano,2020
107,05:54:38,02:11:52,Juan ARTILES,VEREDAS ATAURO,N/D,M,VET-B,meridiano,2020
108,05:54:48,02:12:03,Laura PÉREZ CUADRADO,TEAM LOGI TRAIL,N/D,F,VET-A,meridiano,2020
109,05:54:49,02:12:03,Francisco COBO BLANCO,TEAM LOGI TRAIL,N/D,M,VET-A,meridiano,2020
110,05:55:43,02:12:57,Gonzalo SANTOS MENESES,VOY YOOO TRAIL TEAM,N/D,M,VET-A,meridiano,2020
111,05:56:26,02:13:41,Alfonso CABRERA SANTANA,CD MONTAÑA VERGARA,N/D,M,VET-B,meridiano,2020
112,05:56:52,02:14:06,Javier SÁNCHEZ FELIPE,TENERIFE TRAIL,N/D,M,VET-A,meridiano,2020
113,05:57:20,02:14:35,Juan Ignacio SANTANA DOMÍNGUEZ,C.M. LAURISILVA,N/D,M,VET-B,meridiano,2020
114,05:58:05,02:15:19,Iker GUTIERREZ GONZALEZ,N/D,N/D,M,SENIOR,meridiano,2020
115,05:58:05,02:15:19,Aarón GARCÍA GARCÍA,N/D,N/D,M,SENIOR,meridiano,2020
116,05:58:13,02:15:27,Oliver FALCÓN SANTANA,ACTIVAT TRAIL TEAM,N/D,M,VET-A,meridiano,2020
117,05:58:27,02:15:41,Juan Antonio CARREÑO CLEMENTE,THE BOX RUNNING CLUB,N/D,M,VET-A,meridiano,2020
118,05:58:59,02:16:13,Carlos SÁNCHEZ CASTILLA,ARISTA,N/D,M,SENIOR,meridiano,2020
119,05:59:33,02:16:47,Francisco LOPEZ MORAN,ARISTA,N/D,M,VET-A,meridiano,2020
120,05:59:34,02:16:48,Miguel PEREZ RIVERO,TRISUREST,N/D,M,SENIOR,meridiano,2020
121,05:59:40,02:16:54,Til LA ROCHE MÉNDEZ,MAP TRAIL ESPACIOSALUD,N/D,M,SENIOR,meridiano,2020
122,05:59:57,02:17:11,Roberto Carlos ACOSTA SANCHEZ,N/D,N/D,M,SENIOR,meridiano,2020
123,06:00:36,02:17:51,Javier HERNANDEZ HERNANDEZ,BE MOVEMENT,N/D,M,SENIOR,meridiano,2020
124,06:00:40,02:17:55,Jonathan GONZÁLEZ TACORONTE,ICHASAGUA TRAIL,N/D,M,VET-A,meridiano,2020
125,06:00:41,02:17:55,José Antonio TORRES BETHENCOURT,ICHASAGUA TRAIL,N/D,M,VET-A,meridiano,2020
126,06:02:06,02:19:20,Moises HERNANDEZ VIERA,ARCHIPIÉLAGO TRAIL,N/D,M,VET-A,meridiano,2020
127,06:02:53,02:20:07,Óscar Alberto RAMOS NODA,C.M.LAURISILVA,N/D,M,SENIOR,meridiano,2020
128,06:03:50,02:21:05,Roberto MARTEL RODRÍGUEZ,GALLOTIA,N/D,M,VET-B,meridiano,2020
129,06:06:25,02:23:40,Gustavo QUINTANA GARCÍA,NO,N/D,M,VET-A,meridiano,2020
130,06:06:34,02:23:48,Miguel Angel OWONO CHOCHI,NORTRAIL,N/D,M,VET-A,meridiano,2020
131,06:07:29,02:24:44,Johnny QUINTANA MARTIN,TENERIFE TRAIL,N/D,M,VET-B,meridiano,2020
132,06:09:03,02:26:17,Juan Pablo MARTÍN DÍAZ,N/D,N/D,M,SENIOR,meridiano,2020
133,06:09:10,02:26:24,Javier PÉREZ MARTÍN,TORTUGAS TRAIL,N/D,M,SENIOR,meridiano,2020
134,06:09:41,02:26:56,Isidor GELABERT PASCUAL,N/D,N/D,M,VET-A,meridiano,2020
135,06:10:07,02:27:21,Salvador GUIRAO BERNAL,SPOR-TI,N/D,M,VET-A,meridiano,2020
136,06:10:57,02:28:11,David BOUZADA BIURRUN,N/D,N/D,M,VET-A,meridiano,2020
137,06:10:58,02:28:12,Blas RODRIGUEZ VAZQUEZ,TRAILERS TODOS E BIRRAS,N/D,M,VET-B,meridiano,2020
138,06:12:46,02:30:01,Juan Miguel GARCÍA YÁNEZ,VALLESECO TRAIL,N/D,M,SENIOR,meridiano,2020
139,06:12:52,02:30:06,Andrés Azael PÉREZ MÉNDEZ,N/D,N/D,M,SENIOR,meridiano,2020
140,06:12:59,02:30:13,Pablo Ventura GONZÁLEZ GONZÁLEZ,N/D,N/D,M,VET-B,meridiano,2020
141,06:13:11,02:30:25,Juan Luis AFONSO MARTIN,N/D,N/D,M,VET-B,meridiano,2020
142,06:13:22,02:30:36,Juan Olegario DELGADO PEÑA,GUADAMOJETE TRAIL PCAN,N/D,M,VET-A,meridiano,2020
143,06:14:16,02:31:30,Bruno Alejandro FERNÁNDEZ MÉNDEZ,N/D,N/D,M,SENIOR,meridiano,2020
144,06:14:56,02:32:10,Juan Jose FERNANDEZ REQUEJO,N/D,N/D,M,VET-A,meridiano,2020
145,06:15:22,02:32:37,Benito RAMOS GONZÁLEZ,JAIRATRAIL,N/D,M,SENIOR,meridiano,2020
146,06:15:23,02:32:37,Félix Iván GUANCHE MARRERO,JAIRA TRAIL,N/D,M,VET-B,meridiano,2020
147,06:16:02,02:33:17,Ayoze ENCINOSO FAJARDO,GUAYOTA,N/D,M,SENIOR,meridiano,2020
148,06:16:30,02:33:45,Soraya JULIAN GUAL,C.M. GR-33,N/D,F,SENIOR,meridiano,2020
149,06:16:52,02:34:06,Carmen Gladys ORTEGA PEREZ,LOS CHIC@S DEL NORTE,N/D,F,SENIOR,meridiano,2020
150,06:17:20,02:34:34,Damaso GARCÍA PÉREZ,N/D,N/D,M,VET-A,meridiano,2020
151,06:18:03,02:35:17,Daniel MEJÍAS ROBLAS,C.D IN CORPORE SANE,N/D,M,SENIOR,meridiano,2020
152,06:18:03,02:35:17,Marcos Jovanni BRITO GARCIA,AJ TEAM TRAIL,N/D,M,VET-A,meridiano,2020
153,06:18:36,02:35:50,Miguel Angel REDONDO SALAS,N/D,N/D,M,VET-A,meridiano,2020
154,06:18:48,02:36:02,Jesús Emilio CASTRO PEREZ,LOS CHIC@S DEL NORTE,N/D,M,SENIOR,meridiano,2020
155,06:20:36,02:37:50,Isaac CANO CAYARGA,CLUB ATLETISMO PRAVIA,N/D,M,SENIOR,meridiano,2020
156,06:21:05,02:38:19,Irene RODRÍGUEZ BLANCO,PEÑA DEL TREN TRAIL TEAM,N/D,F,SENIOR,meridiano,2020
157,06:22:04,02:39:19,Juan Antonio GUTIERREZ GONZÁLEZ,ARISTA,N/D,M,VET-B,meridiano,2020
158,06:22:32,02:39:46,Hector DIAZ PACHECO,N/D,N/D,M,VET-A,meridiano,2020
159,06:22:47,02:40:01,Lorenzo David GONZALEZ RODRIGUEZ,N/D,N/D,M,VET-A,meridiano,2020
160,06:24:05,02:41:19,Sandra MORENO SANTIAGO,BICHILLO HERNANDEZ,N/D,F,VET-A,meridiano,2020
161,06:24:06,02:41:20,Alberto VINDEL MANSILLA,LA CENTRALILLA.,N/D,M,VET-A,meridiano,2020
162,06:24:57,02:42:11,Reinaldo LOSADA CABRERA,CLUMONVAL,N/D,M,VET-A,meridiano,2020
163,06:25:05,02:42:19,Francisco Javier MENDEZ CEJAS,MAGEC TRAIL,N/D,M,VET-B,meridiano,2020
164,06:25:37,02:42:51,Juan Ramon PEÑA REYES,IN CORPORE SANO EL HIERRO,N/D,M,VET-A,meridiano,2020
165,06:25:44,02:42:58,Jörg FOEST,IN CORPORE SANO,N/D,M,VET-B,meridiano,2020
166,06:25:54,02:43:08,Francisco BAEZ DIAZ,CLUMONFIR,N/D,M,SENIOR,meridiano,2020
167,06:26:48,02:44:03,Javier GONZÁLEZ SUAREZ,CAI CADR TRAIL,N/D,M,SENIOR,meridiano,2020
168,06:27:15,02:44:30,Jubal HERNÁNDEZ ELVIRA,N/D,N/D,M,VET-A,meridiano,2020
169,06:27:22,02:44:37,Oliver Fermin CRUZ RODRÍGUEZ,AGUILILLASTRAIL,N/D,M,SENIOR,meridiano,2020
170,06:28:38,02:45:53,Romulo GONZALEZ ALVAREZ,NO,N/D,M,VET-A,meridiano,2020
171,06:29:39,02:46:53,Alejandro SUAREZ NUEZ,ROCACABRA,N/D,M,VET-A,meridiano,2020
172,06:30:20,02:47:34,Jonathan CANINO MARTIN,GUAJARA TRAIL SHOP,N/D,M,SENIOR,meridiano,2020
173,06:30:21,02:47:35,Borja MORALES LUGO,GUILLAMA TEAM,N/D,M,SENIOR,meridiano,2020
174,06:30:21,02:47:36,David LEDESMA,GUAYOTA TRAIL,N/D,M,VET-A,meridiano,2020
175,06:30:21,02:47:36,Pili FEBLES,IN CORPORE SANE,N/D,F,VET-A,meridiano,2020
176,06:31:14,02:48:28,Julio Alberto MARTIN MARTIN,COMARCA NORDESTE CN TEJINA,N/D,M,SENIOR,meridiano,2020
177,06:32:13,02:49:27,Tamara LOBATO CÁCERES,N/D,N/D,F,SENIOR,meridiano,2020
178,06:32:17,02:49:32,Juan Antonio CÁRDENAS LLORET,N/D,N/D,M,VET-A,meridiano,2020
179,06:33:00,02:50:14,Anselm GINARD VICENS,N/D,N/D,M,VET-B,meridiano,2020
180,06:33:17,02:50:31,Diego ÁLVAREZ,PLUTO Y MUFLON TRAIL,N/D,M,VET-A,meridiano,2020
181,06:33:35,02:50:49,David BRITO DIAZ,C.T. CANDETLON,N/D,M,VET-A,meridiano,2020
182,06:34:14,02:51:28,Miguel ESTUPIÑAN FELIPE,C.D CRATER 28 N,N/D,M,VET-A,meridiano,2020
183,06:34:37,02:51:51,Luis Daniel MARTÍN PÉREZ,N/D,N/D,M,VET-A,meridiano,2020
184,06:34:39,02:51:53,Carlos Jesus GARCIA MENDEZ,N/D,N/D,M,VET-A,meridiano,2020
185,06:34:39,02:51:53,Jorge Jesus PEREZ RODRIGUEZ,FITI RUNNING,N/D,M,VET-A,meridiano,2020
186,06:35:12,02:52:26,Ángel MEJÍAS BENAVENTE,N/D,N/D,M,VET-A,meridiano,2020
187,06:35:32,02:52:47,Nira CASTRO LOPEZ,PROFIT CLUB,N/D,F,SENIOR,meridiano,2020
188,06:35:37,02:52:51,Miguel Angel VELA SOTO,TRAILXTREM,N/D,M,VET-C,meridiano,2020
189,06:36:31,02:53:45,Baby MORALES RODRIGUEZ,B&B TRAIL,N/D,M,VET-A,meridiano,2020
190,06:36:38,02:53:52,Eva SIMONSE,N/D,N/D,F,SENIOR,meridiano,2020
191,06:36:53,02:54:07,Delfina HERNÁNDEZ ESTÉVEZ,EQUILIBRIO,N/D,F,VET-A,meridiano,2020
192,06:37:02,02:54:17,Yasén NAZCO GONZÁLEZ,LOS CHIC@S DEL NORTE,N/D,M,SENIOR,meridiano,2020
193,06:38:27,02:55:41,Raquel MOLDÓN JURADO,NO TENGO,N/D,F,SENIOR,meridiano,2020
194,06:38:33,02:55:48,Gregorio Jesus RIVERO GUTIERREZ,C.D VANTRAIL,N/D,M,VET-B,meridiano,2020
195,06:39:19,02:56:34,Miguel GARCÍA GOTERA,BENAHORITA,N/D,M,VET-B,meridiano,2020
196,06:39:33,02:56:48,Alexis Ruben PEREZ,CD LAURISILVA,N/D,M,SENIOR,meridiano,2020
197,06:39:35,02:56:49,Francisco Javier MESA GARCIA,TENERIFE TRAIL,N/D,M,VET-A,meridiano,2020
198,06:39:42,02:56:56,Rafael Francisco GARCIA YEBRA,TEMA LOGITRAIL,N/D,M,VET-C,meridiano,2020
199,06:39:46,02:57:00,Juan Jose PLASENCIA FUENTES,AIIIIIIIADELANTE TEAM TENERIFE,N/D,M,VET-C,meridiano,2020
200,06:40:04,02:57:18,Quico HERNÁNDEZ FEBLES,IN CORPORE SANO EL HIERRO,N/D,M,VET-A,meridiano,2020
201,06:40:19,02:57:34,Rubén ROMERO PALACIO,BAIFOS TRAIL TEAM,N/D,M,SENIOR,meridiano,2020
202,06:40:31,02:57:46,Florencio José DE LA ROSA CAMEJO,AIIIIIIIADELANTE,N/D,M,VET-B,meridiano,2020
203,06:42:03,02:59:17,Roberto OLIVERO,HTT,N/D,M,VET-A,meridiano,2020
204,06:42:23,02:59:37,Raul Alexander DE LEÓN RUIZ,N/D,N/D,M,SENIOR,meridiano,2020
205,06:43:46,03:01:01,Marco CECCARELLI,PISA ROAD RUNNERS,N/D,M,VET-C,meridiano,2020
206,06:43:59,03:01:14,Georgina ABDUL JALBAR HERNÁNDEZ,HTT,N/D,F,VET-A,meridiano,2020
207,06:44:36,03:01:51,Joskmar Ayut HERNANDEZ,BREÑAS TRAIL,N/D,M,SENIOR,meridiano,2020
208,06:45:21,03:02:35,Juan Adolfo DUQUE HERNANDEZ,GUANILAS TEAM,N/D,M,VET-A,meridiano,2020
209,06:46:36,03:03:50,Carlos Jose DEL RIO UNZAGA,CDTM PEDREZUELA - BANDOLEROS,N/D,M,VET-B,meridiano,2020
210,06:48:03,03:05:17,Toni SANTISTEBAN RONCERO,ESPORTIU PENEDÈS,N/D,M,VET-A,meridiano,2020
211,06:48:05,03:05:19,Samuel NUEZ ALFONSO,CD BOLETRAI TEROR,N/D,M,VET-A,meridiano,2020
212,06:49:15,03:06:29,Hilario NUEZ RODRIGUEZ,CD NORTRAIL,N/D,M,VET-A,meridiano,2020
213,06:50:41,03:07:56,Jose Manuel CARABALLO VALDIVIA,N/D,N/D,M,VET-A,meridiano,2020
214,06:50:42,03:07:56,Eva Mª DOMÍNGUEZ ÁLVARO,SS.REYES-C.MENORCA,N/D,F,VET-A,meridiano,2020
215,06:51:28,03:08:42,Pablo GONZÁLEZ GONZÁLEZ,CACHIBACHE TEAM BIKE,N/D,M,SENIOR,meridiano,2020
216,06:51:29,03:08:44,Eugenia CASTRO AFONSO,N/D,N/D,F,VET-B,meridiano,2020
217,06:52:02,03:09:17,Roberto PACHECO GARCÍA,CLATOR 3.7,N/D,M,VET-A,meridiano,2020
218,06:52:24,03:09:38,Maria DENDISOVA,N/D,N/D,F,VET-A,meridiano,2020
219,06:52:24,03:09:39,Juan Israel MARTINEZ REVERON,ARONA NATURE MOUNTAIN,N/D,M,VET-A,meridiano,2020
220,06:52:36,03:09:50,Adrian MASETE GARCIA,N/D,N/D,M,VET-A,meridiano,2020
221,06:55:02,03:12:16,Lucia FUNES MENDEZ,N/D,N/D,F,VET-A,meridiano,2020
222,06:55:29,03:12:44,Roberto HERNANDEZ ALVAREZ,CD CORREAYO SPAR TENERIFE,N/D,M,SENIOR,meridiano,2020
223,06:56:45,03:13:59,Juan Antonio RAMOS DELGADO,GUADAMOJETE TRAIL PCAN,N/D,M,VET-A,meridiano,2020
224,06:57:03,03:14:17,Julio Alberto MARTIN SANCHEZ,TEAM YEPABELY TRAIL,N/D,M,VET-B,meridiano,2020
225,06:57:15,03:14:30,Antonio M RODRÍGUEZ LERÍN,N/D,N/D,M,VET-A,meridiano,2020
