posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
53,54,17:29:32,05:59:45,Juan Antonio CARREÑO CLEMENTE,N/D,N/D,M,VET-A,bluetrail,2017
54,55,17:29:52,06:00:05,Pablo David BARROSO FAJARDO,N/D,N/D,M,SENIOR,bluetrail,2017
55,56,17:32:39,06:02:52,Ana Belén  MARTÍN GONZÁLEZ,N/D,N/D,F,VET-A,bluetrail,2017
56,57,17:32:40,06:02:53,Felix Ivan GUANCHE MARRERO,N/D,N/D,M,VET-A,bluetrail,2017
57,58,17:33:58,06:04:11,Alfredo Severo RAMÍREZ GONZÁLEZ,N/D,N/D,M,VET-A,bluetrail,2017
58,59,17:34:54,06:05:07,Tamara HERNANDEZ VELAZQUEZ,N/D,N/D,F,SENIOR,bluetrail,2017
59,60,17:37:48,06:08:01,Jose Juan PLASENCIA FUENTES,N/D,N/D,M,VET-C,bluetrail,2017
60,61,17:39:50,06:10:03,Ruyman CRUZ DELGADO,N/D,N/D,M,SENIOR,bluetrail,2017
61,62,17:40:04,06:10:17,Javier ORTEGA BALLESTER,N/D,N/D,M,SENIOR,bluetrail,2017
62,63,17:43:45,06:13:58,Gregorio Jesus RIVERO GUTIERREZ,N/D,N/D,M,VET-A,bluetrail,2017
63,64,17:49:05,06:19:18,Rayco BRAVO HERNÁNDEZ,N/D,N/D,M,SENIOR,bluetrail,2017
64,65,17:50:03,06:20:16,Victor Manuel GONZALEZ GONZALEZ,N/D,N/D,M,VET-A,bluetrail,2017
65,66,17:52:05,06:22:18,Francisco Javier HERNANDEZ SANCHEZ,N/D,N/D,M,VET-A,bluetrail,2017
66,67,17:52:12,06:22:25,Fernando GARCÍA HERNÁNDEZ,N/D,N/D,M,SENIOR,bluetrail,2017
67,68,17:57:03,06:27:16,Francisco CLEMENTE LÓPEZ,N/D,N/D,M,VET-A,bluetrail,2017
68,69,18:01:38,06:31:51,Juan Francisco HERNÁNDEZ DE LA ROSA,N/D,N/D,M,SENIOR,bluetrail,2017
69,70,18:04:07,06:34:20,Jose Manuel HERNÁNDEZ MÉNDEZ,N/D,N/D,M,VET-A,bluetrail,2017
70,71,18:04:18,06:34:31,Eugenia CASTRO AFONSO,N/D,N/D,F,VET-B,bluetrail,2017
71,72,18:04:20,06:34:33,Sixto LORENZO FARRAIS,N/D,N/D,M,VET-A,bluetrail,2017
72,73,18:05:50,06:36:03,Rocio CORZO BRUÑAS,N/D,N/D,F,SENIOR,bluetrail,2017
73,74,18:18:26,06:48:39,Eduardo CEBRIÁN MARTÍNEZ DE LAGOS,N/D,N/D,M,VET-A,bluetrail,2017
74,75,18:19:27,06:49:40,Marcos ROSQUETE IZQUIERDO,N/D,N/D,M,SENIOR,bluetrail,2017
75,76,18:21:44,06:51:57,Francisco  GONZALEZ GARCIA,N/D,N/D,M,SENIOR,bluetrail,2017
76,77,18:25:01,06:55:14,Gonzalo CONCHESO PANIAGUA,N/D,N/D,M,VET-A,bluetrail,2017
77,78,18:26:23,06:56:36,Gerhard EGGENREICH,N/D,N/D,M,VET-B,bluetrail,2017
78,79,18:31:35,07:01:48,José Antonio MOLINA GONZALEZ,N/D,N/D,M,VET-B,bluetrail,2017
79,80,18:34:44,07:04:57,Sandra MORENO SANTIAGO,N/D,N/D,F,VET-A,bluetrail,2017
80,81,18:34:58,07:05:11,Rubén LEZCANO RIVERO,N/D,N/D,M,VET-A,bluetrail,2017
81,82,18:35:53,07:06:06,David GONZÁLEZ DELGADO,N/D,N/D,M,VET-A,bluetrail,2017
82,83,18:35:53,07:06:06,Yeray Martin LINARES MORENO,N/D,N/D,M,SENIOR,bluetrail,2017
83,84,18:38:16,07:08:29,Juan MORENO,N/D,N/D,M,VET-A,bluetrail,2017
84,85,18:38:22,07:08:35,Lorenzo David GONZALEZ RODRIGUEZ,N/D,N/D,M,SENIOR,bluetrail,2017
85,86,18:38:26,07:08:39,Sergei SURMONIN,N/D,N/D,M,VET-A,bluetrail,2017
86,87,18:38:37,07:08:50,Carlos Antero  SIMÓN LENTINI,N/D,N/D,M,SENIOR,bluetrail,2017
87,88,18:42:10,07:12:23,Antoni GARCÍA HERNÁNDEZ,N/D,N/D,M,SENIOR,bluetrail,2017
88,89,18:43:39,07:13:52,Luis Miguel GUERRERO MORALES,N/D,N/D,M,VET-B,bluetrail,2017
89,90,18:44:18,07:14:31,José Vicente ACOSTA PÉREZ,N/D,N/D,M,VET-B,bluetrail,2017
90,91,18:44:18,07:14:31,Félix Manuel ACOSTA PEREZ,N/D,N/D,M,VET-A,bluetrail,2017
91,92,18:47:25,07:17:38,Juan Carlos RAMOS QUINTANA,N/D,N/D,M,VET-A,bluetrail,2017
92,93,18:53:54,07:24:07,Ariel  SANTANA REYES,N/D,N/D,M,SENIOR,bluetrail,2017
93,94,18:55:37,07:25:50,Jonas DELLI PAOLI RAMOS,N/D,N/D,M,SENIOR,bluetrail,2017
94,95,18:57:02,07:27:15,Héctor Anibal  SÁNCHEZ FDEZ,N/D,N/D,M,VET-A,bluetrail,2017
95,96,19:03:31,07:33:44,David BOUZADA BIURRUN,N/D,N/D,M,VET-A,bluetrail,2017
96,97,19:03:46,07:33:59,Jose SUAREZ CARDENES,N/D,N/D,M,VET-B,bluetrail,2017
97,98,19:06:16,07:36:29,Jorge Edén  DÍAZ GONZÁLEZ,N/D,N/D,M,SENIOR,bluetrail,2017
98,99,19:07:30,07:37:43,Fernando MOLINA GONZÁLEZ,N/D,N/D,M,VET-A,bluetrail,2017
99,100,19:07:51,07:38:04,Sergio  PÉREZ FARIÑA,N/D,N/D,M,SENIOR,bluetrail,2017
100,101,19:08:04,07:38:17,Juan MELIAN MONROY,N/D,N/D,M,VET-A,bluetrail,2017
101,102,19:10:16,07:40:29,José  Ramón  GONZÁLEZ CASANOVA,N/D,N/D,M,VET-A,bluetrail,2017
102,103,19:10:47,07:41:00,Mario RODOLFI,N/D,N/D,M,VET-B,bluetrail,2017
103,104,19:10:51,07:41:04,Gaston ANTONACCI MORALES,N/D,N/D,M,SENIOR,bluetrail,2017
104,105,19:12:34,07:42:47,Jose Alberto  HERNÁNDEZ HERNÁNDEZ,N/D,N/D,M,VET-B,bluetrail,2017
105,106,19:14:06,07:44:19,Julio RODRIGUEZ TRIANA,N/D,N/D,M,VET-C,bluetrail,2017
106,107,19:14:17,07:44:30,Giovanni LA ROCCA,N/D,N/D,M,VET-A,bluetrail,2017
107,108,19:14:17,07:44:30,Mark FOWELL,N/D,N/D,M,VET-B,bluetrail,2017
108,109,19:18:48,07:49:01,Luís Alberto PÉREZ MACHIN,N/D,N/D,M,SENIOR,bluetrail,2017
109,110,19:25:58,07:56:11,Guillermo ALONSO MENA,N/D,N/D,M,SENIOR,bluetrail,2017
110,111,19:27:07,07:57:20,Vicente  ROJAS ROJAS,N/D,N/D,M,VET-A,bluetrail,2017
111,112,19:27:31,07:57:44,Carmelo PEREZ SANTANA,N/D,N/D,M,VET-A,bluetrail,2017
112,113,19:27:38,07:57:51,Tanausú QUESADA MEDINA,N/D,N/D,M,VET-A,bluetrail,2017
113,114,19:28:03,07:58:16,Sergio JIMÉNEZ PÉREZ,N/D,N/D,M,VET-A,bluetrail,2017
114,115,19:33:49,08:04:02,Vicente Imeldo MOLINA DONIZ,N/D,N/D,M,VET-A,bluetrail,2017
115,116,19:34:21,08:04:34,Israel REYES PEREZ,N/D,N/D,M,VET-A,bluetrail,2017
116,117,19:34:21,08:04:34,Carlos Antonio DEL ROSARIO SANTANA,N/D,N/D,M,VET-A,bluetrail,2017
117,118,19:34:22,08:04:35,Juan Miguel MOLINA GONZALEZ,N/D,N/D,M,VET-B,bluetrail,2017
118,119,19:34:24,08:04:37,Vincent GAUDIN,N/D,N/D,M,VET-A,bluetrail,2017
119,120,19:34:24,08:04:37,Ergual MORIN JORGE,N/D,N/D,M,SENIOR,bluetrail,2017
120,121,19:34:44,08:04:57,Eduardo RODRÍGUEZ ROSA,N/D,N/D,M,SENIOR,bluetrail,2017
121,122,19:35:39,08:05:52,Diego GUERRA GIL,N/D,N/D,M,SENIOR,bluetrail,2017
122,123,19:35:42,08:05:55,Dennis NORRIS,N/D,N/D,M,VET-B,bluetrail,2017
123,124,19:36:19,08:06:32,Bruno Román PADRÓN PÉREZ,N/D,N/D,M,SENIOR,bluetrail,2017
124,125,19:40:58,08:11:11,David DIAZ,N/D,N/D,M,SENIOR,bluetrail,2017
125,126,19:42:43,08:12:56,Gemma GAME,N/D,N/D,F,SENIOR,bluetrail,2017
126,127,19:46:57,08:17:10,Jose Ramon HERNANDEZ SANTANA,N/D,N/D,M,VET-A,bluetrail,2017
127,128,19:46:57,08:17:10,Pedro SIVERIO SIVERIO,N/D,N/D,M,VET-B,bluetrail,2017
128,129,19:46:57,08:17:10,Leonardo GONZALEZ SARMIENTO,N/D,N/D,M,VET-A,bluetrail,2017
129,130,19:47:53,08:18:06,Manuel Alexis  MARTIN LORENZO,N/D,N/D,M,SENIOR,bluetrail,2017
130,131,19:47:53,08:18:06,Ibrahim  GONZALEZ GONZALEZ,N/D,N/D,M,SENIOR,bluetrail,2017
131,132,19:48:23,08:18:36,Juan ROMERO GASPAR,N/D,N/D,M,VET-B,bluetrail,2017
132,133,19:50:23,08:20:36,Antonio RODRIGUEZ PEREZ,N/D,N/D,M,VET-A,bluetrail,2017
133,134,19:51:35,08:21:48,Neftalí  LECUONA LEÓN,N/D,N/D,M,SENIOR,bluetrail,2017
134,135,19:51:47,08:22:00,Mark LARSON,N/D,N/D,M,SENIOR,bluetrail,2017
135,136,19:51:48,08:22:01,Carlos ULE DELGADO,N/D,N/D,M,VET-A,bluetrail,2017
136,137,19:52:43,08:22:56,Gonzalo RODRIGUEZ RAMOS,N/D,N/D,M,VET-A,bluetrail,2017
137,138,19:52:46,08:22:59,Felipe  BETANCOR ORGAZ,N/D,N/D,M,VET-A,bluetrail,2017
138,139,19:53:41,08:23:54,Iriome  MARCIAL MORENO,N/D,N/D,M,SENIOR,bluetrail,2017
139,140,19:54:07,08:24:20,Carlos Zebenzui RODRÍGUEZ BARRETO,N/D,N/D,M,SENIOR,bluetrail,2017
140,141,19:54:44,08:24:57,Damian HERNÁNDEZ RUIZ,N/D,N/D,M,VET-A,bluetrail,2017
141,142,19:54:46,08:24:59,Maria Victoria HERNÁNDEZ HERRERA,N/D,N/D,F,VET-B,bluetrail,2017
142,143,19:54:46,08:24:59,Juan Antonio SERRANO CASTAÑO,N/D,N/D,M,VET-C,bluetrail,2017
143,144,20:00:19,08:30:32,Carlos EXPÓSITO AFONSO,N/D,N/D,M,SENIOR,bluetrail,2017
144,145,20:00:29,08:30:42,David LÓPEZ LEDESMA,N/D,N/D,M,VET-A,bluetrail,2017
145,146,20:04:35,08:34:48,Margit HIRTZY,N/D,N/D,F,VET-B,bluetrail,2017
146,147,20:04:58,08:35:11,Martina BRICARELLO,N/D,N/D,F,VET-A,bluetrail,2017
147,148,20:13:29,08:43:42,Eduardo BOADA LODOS,N/D,N/D,M,SENIOR,bluetrail,2017
148,149,20:14:38,08:44:51,Cesar GONZALEZ GONZALEZ,N/D,N/D,M,SENIOR,bluetrail,2017
149,150,20:14:55,08:45:08,Fernando AGUILAR PEREZ,N/D,N/D,M,VET-A,bluetrail,2017
150,151,20:14:55,08:45:08,Pedro DÁVILA PÉREZ,N/D,N/D,M,VET-A,bluetrail,2017
151,152,20:15:03,08:45:16,Hans LEMS,N/D,N/D,M,VET-B,bluetrail,2017
152,153,20:15:35,08:45:48,Javier SÁNCHEZ FELIPE,N/D,N/D,M,VET-A,bluetrail,2017
153,154,20:15:35,08:45:48,Félix QUINTERO SACRAMENTO,N/D,N/D,M,VET-A,bluetrail,2017
154,155,20:19:06,08:49:19,Jacinto SÁNCHEZ VEGA,N/D,N/D,M,VET-A,bluetrail,2017
155,156,20:19:16,08:49:29,Jesús Iván GONZÁLEZ DÍAZ,N/D,N/D,M,SENIOR,bluetrail,2017
156,157,20:24:05,08:54:18,Esther GORDILLO CONCEPCION,N/D,N/D,F,VET-A,bluetrail,2017
157,158,20:24:26,08:54:39,Michael LORD,N/D,N/D,M,VET-B,bluetrail,2017
158,159,20:24:26,08:54:39,Antonio Jose POLEO JORGE,N/D,N/D,M,SENIOR,bluetrail,2017
159,160,20:25:34,08:55:47,Ruben LOPEZ RODRIGUEZ,N/D,N/D,M,SENIOR,bluetrail,2017
160,161,20:27:24,08:57:37,Johnny QUINTANA MARTIN,N/D,N/D,M,VET-A,bluetrail,2017
161,162,20:31:34,09:01:47,Francisco  TRUJILLO MARTIN,N/D,N/D,M,VET-A,bluetrail,2017
162,163,20:32:50,09:03:03,Ricardo RODRIGUEZ MORALES,N/D,N/D,M,SENIOR,bluetrail,2017
163,164,20:36:29,09:06:42,José Carlos HERNÁNDEZ BRITO,N/D,N/D,M,VET-B,bluetrail,2017
164,165,20:37:33,09:07:46,Martín DE LEÓN RODRÍGUEZ,N/D,N/D,M,SENIOR,bluetrail,2017
165,166,20:37:33,09:07:46,Ivan Alberto  DÍAZ GONZÁLEZ,N/D,N/D,M,SENIOR,bluetrail,2017
166,167,20:39:45,09:09:58,Daniel GALVAN HERNANDEZ,N/D,N/D,M,VET-A,bluetrail,2017
167,168,20:41:23,09:11:36,Juan Carlos RODRIGUEZ GARCIA,N/D,N/D,M,SENIOR,bluetrail,2017
168,169,20:42:07,09:12:20,David PADRÓN GONZÁLEZ,N/D,N/D,M,VET-A,bluetrail,2017
169,170,20:48:22,09:18:35,Jose Felipe RODRIGUEZ PARREIRA,N/D,N/D,M,VET-C,bluetrail,2017
170,171,20:48:33,09:18:46,Jesús David MACÍAS ALONSO,N/D,N/D,M,VET-A,bluetrail,2017
171,172,20:48:50,09:19:03,Pedro David GONZALEZ MENDEZ,N/D,N/D,M,VET-A,bluetrail,2017
172,173,20:51:18,09:21:31,Daniel SÁNCHEZ SÁNCHEZ,N/D,N/D,M,SENIOR,bluetrail,2017
173,174,20:52:28,09:22:41,José Carmelo PÉREZ RODRÍGUEZ,N/D,N/D,M,VET-A,bluetrail,2017
174,175,20:52:28,09:22:41,Romina FURNARI CAVAILLÉ,N/D,N/D,F,VET-A,bluetrail,2017
175,176,20:56:55,09:27:08,Pedro Antonio GOMEZ GONZALEZ,N/D,N/D,M,VET-A,bluetrail,2017
176,177,20:57:05,09:27:18,Juan Manuel TORRES RODRÍGUEZ,N/D,N/D,M,VET-A,bluetrail,2017
177,178,20:57:29,09:27:42,Juan Carlos MENDEZ GONZALEZ,N/D,N/D,M,SENIOR,bluetrail,2017
178,179,20:57:29,09:27:42,Natalia RODRIGUEZ PEREZ,N/D,N/D,F,SENIOR,bluetrail,2017
179,180,21:02:27,09:32:40,José Manuel  HERNÁNDEZ LINARES,N/D,N/D,M,VET-A,bluetrail,2017
180,181,21:04:11,09:34:24,Víctor CAÑADILLAS DE LA CRUZ,N/D,N/D,M,VET-B,bluetrail,2017
181,182,21:07:25,09:37:38,Antonio PEREZ BARROSO,N/D,N/D,M,VET-B,bluetrail,2017
182,183,21:07:27,09:37:40,Pedro Manuel  BELLO GARCÍA,N/D,N/D,M,VET-A,bluetrail,2017
183,184,21:08:12,09:38:25,Cristina GAISSE HERRERO,N/D,N/D,F,VET-A,bluetrail,2017
184,185,21:10:08,09:40:21,Yaiza CABRERA GARCIA,N/D,N/D,F,VET-A,bluetrail,2017
185,186,21:12:23,09:42:36,Victor SANZ MORENO,N/D,N/D,M,VET-A,bluetrail,2017
186,187,21:14:30,09:44:43,Francisco JUNCO EZQUERRA,N/D,N/D,M,VET-B,bluetrail,2017
187,188,21:14:51,09:45:04,Jonathan DIAZ ABREU,N/D,N/D,M,SENIOR,bluetrail,2017
188,189,21:14:52,09:45:05,Santi FRÍAS DÍAZ,N/D,N/D,M,VET-A,bluetrail,2017
189,190,21:17:18,09:47:31,Xerach RODRÍGUEZ SANTANA,N/D,N/D,M,SENIOR,bluetrail,2017
190,191,21:17:20,09:47:33,Victoriano Lorenzo MARTINEZ MOLINA,N/D,N/D,M,VET-A,bluetrail,2017
191,192,21:22:15,09:52:28,Christian  GUTIERREZ SAMUELSSON,N/D,N/D,M,VET-A,bluetrail,2017
192,193,21:23:50,09:54:03,Juan Bta CALABUIG BELDA,N/D,N/D,M,VET-A,bluetrail,2017
193,194,21:25:14,09:55:27,Isaías José LÓPEZ RODRÍGUEZ,N/D,N/D,M,VET-A,bluetrail,2017
194,195,21:33:21,10:03:34,Mihai PANTIS,N/D,N/D,M,SENIOR,bluetrail,2017
195,196,21:38:32,10:08:45,David DELGADO GARCIA,N/D,N/D,M,VET-A,bluetrail,2017
196,197,21:39:05,10:09:18,Enzo GONZÁLEZ RODRÍGUEZ,N/D,N/D,M,VET-A,bluetrail,2017
197,198,21:39:05,10:09:18,Sergio RODRÍGUEZ BRITO,N/D,N/D,M,VET-A,bluetrail,2017
198,199,21:39:05,10:09:18,Humberto RAMOS RAMOS,N/D,N/D,M,VET-A,bluetrail,2017
199,200,21:39:21,10:09:34,Miguel Angel ESCALERA CASTRO,N/D,N/D,M,VET-A,bluetrail,2017
200,201,21:39:22,10:09:35,Andres Martin LOZANO GRIJOTA,N/D,N/D,M,VET-A,bluetrail,2017
201,202,21:39:23,10:09:36,Luis SOLANO BENITEZ,N/D,N/D,M,VET-A,bluetrail,2017
202,203,21:41:20,10:11:33,Violeta MENESES NAVARRO,N/D,N/D,F,VET-B,bluetrail,2017
203,204,21:41:26,10:11:39,Francisco Conrado TRUJILLO SUAREZ,N/D,N/D,M,SENIOR,bluetrail,2017
204,205,21:42:28,10:12:41,Erwin VAN BROEKHOVEN,N/D,N/D,M,SENIOR,bluetrail,2017
205,206,21:43:18,10:13:31,Marceliano DÍAZ RODRÍGUEZ,N/D,N/D,M,VET-B,bluetrail,2017
206,207,21:45:31,10:15:44,Martin MEDINA NODA,N/D,N/D,M,VET-A,bluetrail,2017
207,208,21:45:51,10:16:04,Christophe MARQUET,N/D,N/D,M,VET-B,bluetrail,2017
208,209,21:45:56,10:16:09,(thony) Jose Antonio MARRERO CHINEA,N/D,N/D,M,VET-A,bluetrail,2017
209,210,21:46:27,10:16:40,Jonathan VALENCIA MEDINA,N/D,N/D,M,SENIOR,bluetrail,2017
210,211,21:51:03,10:21:16,Miguel Angel RODRIGUEZ BRITO,N/D,N/D,M,SENIOR,bluetrail,2017
211,212,21:58:09,10:28:22,Jéssica  LÓPEZ MESA,N/D,N/D,F,SENIOR,bluetrail,2017
212,213,21:58:09,10:28:22,Merci LÓPEZ MESA,N/D,N/D,F,VET-A,bluetrail,2017
213,214,22:00:16,10:30:29,Eduardo DE LA GUARDIA,N/D,N/D,M,VET-A,bluetrail,2017
214,215,22:00:37,10:30:50,Juan Miguel RUIZ RUBAL,N/D,N/D,M,VET-A,bluetrail,2017
215,216,22:05:45,10:35:58,Juan SIREROL GÓMEZ,N/D,N/D,M,VET-A,bluetrail,2017
216,217,22:05:45,10:35:58,Arturo BALFEGO,N/D,N/D,M,VET-A,bluetrail,2017
217,218,22:07:18,10:37:31,Salva PILES MARTIN,N/D,N/D,M,SENIOR,bluetrail,2017
218,219,22:14:28,10:44:41,Miguel Angel PERIÑAN SIERRA,N/D,N/D,M,VET-A,bluetrail,2017
219,220,22:14:50,10:45:03,Julian DELGADO GONZALEZ,N/D,N/D,M,VET-A,bluetrail,2017
220,221,22:17:58,10:48:11,Javier FERNÁNDEZ RODRÍGUEZ,N/D,N/D,M,VET-A,bluetrail,2017
221,222,22:21:26,10:51:39,José Ignacio  HERNÁNDEZ MESA,N/D,N/D,M,VET-A,bluetrail,2017
222,223,22:21:26,10:51:39,Marjorie Isabelle DUCHATEAU,N/D,N/D,F,SENIOR,bluetrail,2017
223,224,22:24:03,10:54:16,Luis MARTÍN MARRERO,N/D,N/D,M,VET-A,bluetrail,2017
224,225,22:25:01,10:55:14,Cesar MARTINEZ MIERA,N/D,N/D,M,SENIOR,bluetrail,2017
225,226,22:29:37,10:59:50,Peter LEMON,N/D,N/D,M,VET-B,bluetrail,2017
226,227,22:35:59,11:06:12,Francisco Miguel  MARTÍN HERNÁNDEZ,N/D,N/D,M,VET-A,bluetrail,2017
227,228,22:41:50,11:12:03,Juan Jose  PACHECO GONZÁLEZ,N/D,N/D,M,VET-B,bluetrail,2017
228,229,22:46:19,11:16:32,Josué  GONZÁLEZ LUIS,N/D,N/D,M,SENIOR,bluetrail,2017
229,230,22:46:20,11:16:33,Arturo Guillermo HERRERA DE LEÓN,N/D,N/D,M,VET-A,bluetrail,2017
230,231,22:52:27,11:22:40,Domingo DÍAZ GARCÍA,N/D,N/D,M,VET-B,bluetrail,2017
231,232,22:52:33,11:22:46,Silvia PEREZ DELGADO,N/D,N/D,F,VET-A,bluetrail,2017
232,233,22:52:34,11:22:47,Cristofer DELGADO PÉREZ,N/D,N/D,M,SENIOR,bluetrail,2017
233,234,22:52:34,11:22:47,Moises HERNÁNDEZ VIERA,N/D,N/D,M,SENIOR,bluetrail,2017
234,235,22:53:28,11:23:41,Miguel Angel  ORTEGA SANCHEZ,N/D,N/D,M,VET-A,bluetrail,2017
