posicion,tiempo,dif,nombre,club,pais,sex,cat,carrera,anio
27,28,16:37:55,00:00:00,Jacinto GONZALEZ-BERMUDEZ,N/D,N/D,M,VET-B,bluetrail,2021
28,29,16:39:14,00:00:00,Rafael GAMERO RODRIGUEZ,N/D,N/D,M,VET-A,bluetrail,2021
29,30,16:47:06,00:00:00,Arsenio Luis MARRERO COELLO,N/D,N/D,M,VET-B,bluetrail,2021
30,31,16:52:07,00:00:00,Santiago HERNANDEZ BACALLADO,N/D,N/D,M,VET-B,bluetrail,2021
31,32,16:52:12,00:00:00,Roberto Carlos RODRIGUEZ,N/D,N/D,M,SENIOR,bluetrail,2021
32,33,16:54:31,00:00:00,Cristian Juan PÉREZ SANTANA,N/D,N/D,M,SENIOR,bluetrail,2021
33,34,17:05:22,00:00:00,Cristian GUERRA-PEREZ,N/D,N/D,M,SENIOR,bluetrail,2021
34,35,17:07:14,00:00:00,Mikel LASA-SEIN,N/D,N/D,M,VET-A,bluetrail,2021
35,36,17:11:38,00:00:00,José Jonathan GUILLEN DELGADO,N/D,N/D,M,VET-A,bluetrail,2021
36,37,17:12:48,00:00:00,David PADRÓN GONZÁLEZ,N/D,N/D,M,VET-A,bluetrail,2021
37,38,17:14:17,00:00:00,José María GARCÍA FERNÁNDEZ,N/D,N/D,M,SENIOR,bluetrail,2021
38,39,17:20:23,00:00:00,Francisco MARTINEZ BUGALLO,N/D,N/D,M,VET-A,bluetrail,2021
39,40,17:22:03,00:00:00,Basilio LABRADOR,N/D,N/D,M,VET-B,bluetrail,2021
40,41,17:30:01,00:00:00,Miguel-Angel BOQUETE-SAIZ,N/D,N/D,M,VET-A,bluetrail,2021
41,42,17:31:16,00:00:00,Juan Jose FERNANDEZ REQUEJO,N/D,N/D,M,VET-A,bluetrail,2021
42,43,17:31:42,00:00:00,Rafael ROMAGUERA TORRES,N/D,N/D,M,VET-A,bluetrail,2021
43,44,17:34:51,00:00:00,Rogelio RUIZ HERNANDEZ,N/D,N/D,M,VET-A,bluetrail,2021
44,45,17:36:59,00:00:00,Lucas HERNÁNDEZ SESMA,N/D,N/D,M,SENIOR,bluetrail,2021
45,46,17:39:53,00:00:00,Nauzet GUZMAN-DIAZ,N/D,N/D,M,SENIOR,bluetrail,2021
46,47,17:42:23,00:00:00,Sito FRANQUIS SIEIRO,N/D,N/D,M,SENIOR,bluetrail,2021
47,48,17:42:58,00:00:00,Sara PENA,N/D,N/D,F,VET-A,bluetrail,2021
48,49,17:48:58,00:00:00,Emilio ALVAREZ CRUZADO,N/D,N/D,M,SENIOR,bluetrail,2021
49,50,17:51:28,00:00:00,Fidel MUNIZ BRENES,N/D,N/D,M,VET-A,bluetrail,2021
50,51,17:57:02,00:00:00,Christian LOPEZ,N/D,N/D,M,VET-A,bluetrail,2021
51,52,18:00:56,00:00:00,Jan KASPAR,N/D,N/D,M,VET-A,bluetrail,2021
52,53,18:01:10,00:00:00,Diego NAVAS SOLORZANO,N/D,N/D,M,VET-A,bluetrail,2021
53,54,18:01:12,00:00:00,Gustavo QUINTANA GARCÍA,N/D,N/D,M,VET-A,bluetrail,2021
54,55,18:01:50,00:00:00,Jose Julian LOPEZ TARTILAN,N/D,N/D,M,VET-A,bluetrail,2021
55,56,18:03:40,00:00:00,Roberto HERNÁNDEZ-SANTOS,N/D,N/D,M,VET-A,bluetrail,2021
56,57,18:03:50,00:00:00,Juan Manuel ALVAREZ CANO,N/D,N/D,M,VET-A,bluetrail,2021
57,58,18:07:35,00:00:00,"P, Sergio SANTANA MOLINA",N/D,N/D,M,VET-B,bluetrail,2021
58,59,18:09:24,00:00:00,Javier MORENO-ÁLVAREZ,N/D,N/D,M,VET-A,bluetrail,2021
59,60,18:13:54,00:00:00,Jorge GONZÁLEZ PÉREZ,N/D,N/D,M,VET-A,bluetrail,2021
60,61,18:17:36,00:00:00,Ayoze ENCINOSO-FAJARDO,N/D,N/D,M,VET-A,bluetrail,2021
61,62,18:28:45,00:00:00,Alfredo VILA SIEIRA,N/D,N/D,M,VET-A,bluetrail,2021
62,63,18:29:05,00:00:00,Pierre DECHNIK,N/D,N/D,M,VET-A,bluetrail,2021
63,64,18:29:47,00:00:00,Carlos Gustavo PEREZ RAVELO,N/D,N/D,M,SENIOR,bluetrail,2021
64,65,18:32:35,00:00:00,Igno GARCÍA DEL CASTLLO,N/D,N/D,M,VET-A,bluetrail,2021
65,66,18:32:44,00:00:00,José-Manuel GONZALEZ-LEON,N/D,N/D,M,VET-A,bluetrail,2021
66,67,18:32:55,00:00:00,Raul LONGOBARDO SANCHEZ-ELVIRA,N/D,N/D,M,SENIOR,bluetrail,2021
67,68,18:33:24,00:00:00,Robert MOORE,N/D,N/D,M,VET-A,bluetrail,2021
68,69,18:34:03,00:00:00,Francisco MOLINA GIL,N/D,N/D,M,VET-A,bluetrail,2021
69,70,18:35:15,00:00:00,Saulo OJEDA,N/D,N/D,M,VET-A,bluetrail,2021
70,71,18:36:51,00:00:00,Jose-Antonio CASTAN-PERALTA,N/D,N/D,M,VET-A,bluetrail,2021
71,72,18:38:02,00:00:00,Jorge SALAZAR,N/D,N/D,M,SENIOR,bluetrail,2021
72,73,18:40:47,00:00:00,Jose BORDON,N/D,N/D,M,SENIOR,bluetrail,2021
73,74,18:43:11,00:00:00,Reinaldo LOSADA-CABRERA,N/D,N/D,M,VET-A,bluetrail,2021
74,75,18:43:47,00:00:00,Javier IZQUIERDO CANO,N/D,N/D,M,SENIOR,bluetrail,2021
75,76,18:44:29,00:00:00,Victorio HERNANDEZ RODRIGUEZ,N/D,N/D,M,VET-A,bluetrail,2021
76,77,18:45:47,00:00:00,Alberto Jesús LEDESMA RAMOS,N/D,N/D,M,SENIOR,bluetrail,2021
77,78,18:50:23,00:00:00,Francisco Antonio CALVO MARTINEZ,N/D,N/D,M,VET-A,bluetrail,2021
78,79,18:52:37,00:00:00,Marina PLAVAN,N/D,N/D,F,VET-C,bluetrail,2021
79,80,18:53:33,00:00:00,Leonardo GONZALEZ SARMIENTO,N/D,N/D,M,VET-A,bluetrail,2021
80,81,18:53:47,00:00:00,Álvaro ALONSO-ÁNGEL-DE LA ROSA (Alvaro ALONSO ANGEL DE LA ROSA),N/D,N/D,M,SENIOR,bluetrail,2021
81,82,18:53:52,00:00:00,Abel BAPTISTA,N/D,N/D,M,VET-B,bluetrail,2021
82,83,18:57:51,00:00:00,Kandela YANES HERNANDEZ,N/D,N/D,F,VET-A,bluetrail,2021
83,84,18:59:05,00:00:00,Anonymous,N/D,N/D,M,VET-B,bluetrail,2021
84,85,18:59:42,00:00:00,Moisés HERNÁNDEZ TOLEDO,N/D,N/D,M,VET-A,bluetrail,2021
85,86,19:00:45,00:00:00,Luca PAPI,N/D,N/D,M,VET-A,bluetrail,2021
86,87,19:03:51,00:00:00,Ibrahim GONZALEZ-GONZALEZ,N/D,N/D,M,SENIOR,bluetrail,2021
87,88,19:04:42,00:00:00,Jose-Ramon HERNANDEZ-SANTANA,N/D,N/D,M,VET-B,bluetrail,2021
88,89,19:04:53,00:00:00,Anabel DE LA ROSA-MOLINA,N/D,N/D,F,SENIOR,bluetrail,2021
89,90,19:04:53,00:00:00,Héctor GONZÁLEZ SANTANA,N/D,N/D,M,VET-A,bluetrail,2021
90,91,19:06:54,00:00:00,Agoney CURBELO-GUERRA,N/D,N/D,M,SENIOR,bluetrail,2021
91,92,19:07:51,00:00:00,Juan José PERDOMO LOPEZ,N/D,N/D,M,SENIOR,bluetrail,2021
92,93,19:09:12,00:00:00,Angel LIAÑO-SANCHEZ,N/D,N/D,M,VET-A,bluetrail,2021
93,94,19:09:34,00:00:00,Diego-Miguel MARTIN-MARRERO,N/D,N/D,M,VET-B,bluetrail,2021
94,95,19:14:27,00:00:00,José JONTE,N/D,N/D,M,VET-B,bluetrail,2021
95,96,19:15:48,00:00:00,Jose Javier ROLDAN GARCIA,N/D,N/D,M,VET-A,bluetrail,2021
96,97,19:18:51,00:00:00,Arsenio MARTIN-GONZALEZ,N/D,N/D,M,VET-A,bluetrail,2021
97,98,19:19:01,00:00:00,Emilio Jose PEREZ TORRES,N/D,N/D,M,VET-A,bluetrail,2021
98,99,19:27:57,00:00:00,Felix SANTANA-QUINTANA,N/D,N/D,M,VET-B,bluetrail,2021
99,100,19:34:21,00:00:00,Claudia MOLA,N/D,N/D,F,SENIOR,bluetrail,2021
100,101,19:34:32,00:00:00,Ezequiel CARDENES-SARMIENTO,N/D,N/D,M,SENIOR,bluetrail,2021
101,102,19:34:33,00:00:00,David QUINTANA,N/D,N/D,M,VET-A,bluetrail,2021
102,103,19:36:30,00:00:00,Ricardo RODRIGUEZ-MORALES,N/D,N/D,M,SENIOR,bluetrail,2021
103,104,19:38:14,00:00:00,Marek NAVRATIL,N/D,N/D,M,VET-B,bluetrail,2021
104,105,19:39:22,00:00:00,Andres-Zebenzui DIAZ-PALENZUELA,N/D,N/D,M,SENIOR,bluetrail,2021
105,106,19:41:25,00:00:00,Jose-Vicente VICENT-MARCHAN,N/D,N/D,M,VET-A,bluetrail,2021
106,107,19:42:15,00:00:00,Xabier PRIETO ALONSO,N/D,N/D,M,SENIOR,bluetrail,2021
107,108,19:43:29,00:00:00,Pato VELEZ,N/D,N/D,M,SENIOR,bluetrail,2021
108,109,19:43:56,00:00:00,Jose-Javier PEREZ-HERNANDEZ,N/D,N/D,M,VET-B,bluetrail,2021
109,110,19:45:22,00:00:00,Javier GARCIA MARICHAL,N/D,N/D,M,VET-B,bluetrail,2021
110,111,19:46:07,00:00:00,Miguel MARCHAL COBA,N/D,N/D,M,VET-B,bluetrail,2021
111,112,19:48:35,00:00:00,Juan TORRES,N/D,N/D,M,VET-A,bluetrail,2021
112,113,19:48:43,00:00:00,Javier SANCHEZ-FELIPE,N/D,N/D,M,VET-A,bluetrail,2021
113,114,19:49:49,00:00:00,Jose-Carlos GARCIA-FAGUNDO,N/D,N/D,M,VET-B,bluetrail,2021
114,115,19:50:02,00:00:00,Juan-Francisco HERNANDEZ-DE LA ROSA,N/D,N/D,M,VET-A,bluetrail,2021
115,116,19:52:18,00:00:00,Ignacio PENA GUTIÉRREZ,N/D,N/D,M,VET-A,bluetrail,2021
116,117,19:54:07,00:00:00,Quentin LEFEBVRE,N/D,N/D,M,SENIOR,bluetrail,2021
117,118,19:58:04,00:00:00,Fernando ROSADO JIMENEZ,N/D,N/D,M,VET-A,bluetrail,2021
118,119,20:00:39,00:00:00,Yeray YANES-GONZÁLEZ,N/D,N/D,M,SENIOR,bluetrail,2021
119,120,20:02:22,00:00:00,Marcos GRANDE GOMEZ,N/D,N/D,M,SENIOR,bluetrail,2021
120,121,20:02:31,00:00:00,Anthony SAMAIN,N/D,N/D,M,VET-B,bluetrail,2021
121,122,20:05:35,00:00:00,Israel REYES-PEREZ,N/D,N/D,M,VET-A,bluetrail,2021
122,123,20:06:39,00:00:00,Raquel LINARES-MATEO,N/D,N/D,F,VET-A,bluetrail,2021
123,124,20:08:58,00:00:00,Victor Manuel GONZALEZ GONZALEZ,N/D,N/D,M,VET-A,bluetrail,2021
124,125,20:12:08,00:00:00,Alberto VEGA-MORALES,N/D,N/D,M,VET-B,bluetrail,2021
125,126,20:12:33,00:00:00,Pedro GUTIERREZ-HERNANDEZ,N/D,N/D,M,VET-A,bluetrail,2021
126,127,20:15:37,00:00:00,Jorge CABRERA-DIAZ,N/D,N/D,M,SENIOR,bluetrail,2021
127,128,20:20:15,00:00:00,Richard GARCÍA,N/D,N/D,M,VET-A,bluetrail,2021
128,129,20:21:01,00:00:00,Carlos MARCOS TILLO,N/D,N/D,M,VET-B,bluetrail,2021
129,130,20:23:06,00:00:00,Thomas KETTELER,N/D,N/D,M,VET-A,bluetrail,2021
130,131,20:26:10,00:00:00,Davy VAN DEN WIJNGAERDE,N/D,N/D,M,SENIOR,bluetrail,2021
131,132,20:26:51,00:00:00,Luis ALTADILL GARRO,N/D,N/D,M,VET-B,bluetrail,2021
132,133,20:28:34,00:00:00,Alexey KLIMIN,N/D,N/D,M,VET-C,bluetrail,2021
133,134,20:29:16,00:00:00,Raul SANTANA QUINTANA,N/D,N/D,M,VET-A,bluetrail,2021
134,135,20:31:47,00:00:00,Rudi DUMOULIN,N/D,N/D,M,VET-B,bluetrail,2021
135,136,20:32:41,00:00:00,Angel YUSTE,N/D,N/D,M,VET-C,bluetrail,2021
136,137,20:33:19,00:00:00,Javier MAZARIAS,N/D,N/D,M,VET-A,bluetrail,2021
137,138,20:38:22,00:00:00,Guiillermo BETHENCOURT JORGE,N/D,N/D,M,SENIOR,bluetrail,2021
138,139,20:38:22,00:00:00,Nira Rosa CASTRO LOPEZ,N/D,N/D,F,SENIOR,bluetrail,2021
139,140,20:39:21,00:00:00,Andrés GARCÍA-ALGARRA,N/D,N/D,M,VET-A,bluetrail,2021
140,141,20:41:13,00:00:00,Ludovic GRINDU,N/D,N/D,M,VET-A,bluetrail,2021
141,142,20:42:00,00:00:00,Carlos CELAYA-ESCRIBANO,N/D,N/D,M,VET-A,bluetrail,2021
142,143,20:45:30,00:00:00,Oliver Fermín CRUZ RODRÍGUEZ,N/D,N/D,M,SENIOR,bluetrail,2021
143,144,20:45:31,00:00:00,Noel ALONSO EXPÓSITO,N/D,N/D,M,SENIOR,bluetrail,2021
144,145,20:46:40,00:00:00,Fco Javier SALAZAR DELGADO,N/D,N/D,M,VET-A,bluetrail,2021
145,146,20:50:39,00:00:00,Luis SICILIA-ROIG,N/D,N/D,M,VET-A,bluetrail,2021
146,147,20:55:17,00:00:00,Jose Maria BELTRAN MINGORANCE,N/D,N/D,M,VET-A,bluetrail,2021
147,148,20:55:26,00:00:00,Aaron LEON-LUIS,N/D,N/D,M,SENIOR,bluetrail,2021
148,149,20:58:03,00:00:00,Giancarlo CALLISARDI,N/D,N/D,M,VET-A,bluetrail,2021
149,150,21:04:11,00:00:00,Adrián VÁZQUEZ-RODRÍGUEZ,N/D,N/D,M,SENIOR,bluetrail,2021
150,151,21:07:12,00:00:00,Santiago MARTÍN HERRERA,N/D,N/D,M,VET-B,bluetrail,2021
151,152,21:09:19,00:00:00,Maria DENDISOVA,N/D,N/D,F,VET-A,bluetrail,2021
152,153,21:10:34,00:00:00,Franklin JANETA VACACELA,N/D,N/D,M,SENIOR,bluetrail,2021
153,154,21:16:57,00:00:00,Cristian RINCON CALVENTE,N/D,N/D,M,SENIOR,bluetrail,2021
154,155,21:17:57,00:00:00,Paulo GARCIA-HERNANDEZ,N/D,N/D,M,VET-A,bluetrail,2021
155,156,21:18:10,00:00:00,Francisco GONZALEZ-GARCIA,N/D,N/D,M,VET-A,bluetrail,2021
156,157,21:19:07,00:00:00,Aitor SÁNCHEZ-FERNÁNDEZ,N/D,N/D,M,VET-A,bluetrail,2021
157,158,21:22:13,00:00:00,Francisco EXPOSITO-RODRIGUEZ,N/D,N/D,M,VET-C,bluetrail,2021
158,159,21:22:14,00:00:00,Manuel ALVAREZ-PEREZ,N/D,N/D,M,VET-B,bluetrail,2021
159,160,21:26:52,00:00:00,Jonay PINTO-MEDINA,N/D,N/D,M,VET-A,bluetrail,2021
160,161,21:27:18,00:00:00,Francisco-Manuel GAROZ-ESTEBAN-GARCIA,N/D,N/D,M,VET-A,bluetrail,2021
161,162,21:32:21,00:00:00,Juan Antonio GUTIERREZ,N/D,N/D,M,VET-B,bluetrail,2021
162,163,21:33:55,00:00:00,Agustin LÓPEZ-LORENZO,N/D,N/D,M,VET-B,bluetrail,2021
163,164,21:39:01,00:00:00,Antonio CONTRERAS RODRIGUEZ,N/D,N/D,M,SENIOR,bluetrail,2021
164,165,21:39:01,00:00:00,Eleazar CASTILLO SANTIAGO,N/D,N/D,M,SENIOR,bluetrail,2021
165,166,21:39:21,00:00:00,Francisco-Conrado TRUJILLO-SUAREZ,N/D,N/D,M,VET-A,bluetrail,2021
166,167,21:44:45,00:00:00,Juan-Luis CORDOBA-MUNOZ,N/D,N/D,M,VET-B,bluetrail,2021
167,168,21:45:44,00:00:00,Raul SANCHEZ SAN ANTOLIN,N/D,N/D,M,VET-A,bluetrail,2021
168,169,21:48:23,00:00:00,Carlos-Jonay SUAREZ-SUAREZ,N/D,N/D,M,SENIOR,bluetrail,2021
169,170,21:54:27,00:00:00,David LEDESMA DELGADO,N/D,N/D,M,VET-A,bluetrail,2021
170,171,21:56:43,00:00:00,Eduardo REGALADO,N/D,N/D,M,SENIOR,bluetrail,2021
171,172,21:57:30,00:00:00,Thomas LEUFEN,N/D,N/D,M,VET-B,bluetrail,2021
172,173,21:58:25,00:00:00,Janusz RACZYC,N/D,N/D,M,SENIOR,bluetrail,2021
173,174,21:58:39,00:00:00,Pascal ODER,N/D,N/D,M,VET-C,bluetrail,2021
174,175,21:58:47,00:00:00,Barbara SZKALUBA,N/D,N/D,F,SENIOR,bluetrail,2021
175,176,22:00:00,00:00:00,Fernando MENDEZ-RONDEROS,N/D,N/D,M,VET-A,bluetrail,2021
176,177,22:01:06,00:00:00,Jose Vicente HERNÁNDEZ SIVERIO,N/D,N/D,M,VET-B,bluetrail,2021
177,178,22:05:53,00:00:00,Roberto PACHECO GARCÍA,N/D,N/D,M,VET-A,bluetrail,2021
178,179,22:05:54,00:00:00,Ana_belén MARTIN-GONZALEZ,N/D,N/D,F,VET-A,bluetrail,2021
179,180,22:05:55,00:00:00,Kiko REYES-HERNANDEZ,N/D,N/D,M,VET-A,bluetrail,2021
180,181,22:08:01,00:00:00,Anonymous,N/D,N/D,M,VET-A,bluetrail,2021
181,182,22:08:30,00:00:00,Oscar LORA,N/D,N/D,M,VET-A,bluetrail,2021
182,183,22:10:31,00:00:00,Nicolas MARTIN GONZALEZ,N/D,N/D,M,VET-A,bluetrail,2021
183,184,22:10:33,00:00:00,Mirayma DÍAZ DELGADO,N/D,N/D,F,VET-A,bluetrail,2021
184,185,22:11:03,00:00:00,Jose-Antonio MOLINA-GONZALEZ,N/D,N/D,M,VET-B,bluetrail,2021
185,186,22:16:18,00:00:00,Mario IZQUIERDO-LAWLOR,N/D,N/D,M,VET-B,bluetrail,2021
186,187,22:17:29,00:00:00,Borja MORALES-LUGO,N/D,N/D,M,SENIOR,bluetrail,2021
187,188,22:30:35,00:00:00,Jérôme GASPAROUX,N/D,N/D,M,VET-A,bluetrail,2021
188,189,22:32:09,00:00:00,Pablo JIMENEZ SANCHEZ,N/D,N/D,M,VET-A,bluetrail,2021
189,190,22:41:47,00:00:00,Andreas BREIL-WIRTH,N/D,N/D,M,SENIOR,bluetrail,2021
190,191,22:42:28,00:00:00,Matthias BACHMANN,N/D,N/D,M,VET-B,bluetrail,2021
191,192,22:43:57,00:00:00,Dennis KONINGS,N/D,N/D,M,VET-A,bluetrail,2021
192,193,22:45:48,00:00:00,Gerardo ZAMORA-HERNÁNDEZ,N/D,N/D,M,SENIOR,bluetrail,2021
193,194,22:47:07,00:00:00,Iñaki ACOSTA BARRERA,N/D,N/D,M,VET-A,bluetrail,2021
194,195,22:47:22,00:00:00,Sergej KUMMER,N/D,N/D,M,VET-A,bluetrail,2021
195,196,22:50:15,00:00:00,Nyikolaj ROSKOVICS,N/D,N/D,M,VET-B,bluetrail,2021
196,197,22:55:39,00:00:00,Juan Israel MARTINEZ REVERON,N/D,N/D,M,VET-A,bluetrail,2021
197,198,22:55:54,00:00:00,Sergio PÉREZ-FARIÑA,N/D,N/D,M,SENIOR,bluetrail,2021
198,199,22:56:15,00:00:00,Fabio TENEGI-SANGINÉS,N/D,N/D,M,VET-A,bluetrail,2021
199,200,22:56:18,00:00:00,Ivan-Pablo DE LEON-HERNANDEZ,N/D,N/D,M,VET-A,bluetrail,2021
200,201,22:56:31,00:00:00,Germán CONCEPCIÓN RODRIGUEZ,N/D,N/D,M,VET-B,bluetrail,2021
201,202,23:05:58,00:00:00,Carlos SENDINO MARTIN,N/D,N/D,M,VET-B,bluetrail,2021
202,203,23:12:16,00:00:00,Javier SANAHUJA-GAVARA,N/D,N/D,M,VET-A,bluetrail,2021
203,204,23:14:59,00:00:00,Juan-Miguel MOLINA-GONZALEZ,N/D,N/D,M,VET-C,bluetrail,2021
204,205,23:38:59,00:00:00,Jesús MÉNDEZ-MEDINA,N/D,N/D,M,SENIOR,bluetrail,2021
205,206,23:39:35,00:00:00,Eva SIMONSE,N/D,N/D,F,SENIOR,bluetrail,2021
206,207,23:39:37,00:00:00,Erwin VAN BROEKHOVEN,N/D,N/D,M,SENIOR,bluetrail,2021
207,208,23:39:56,00:00:00,David SANCHEZ CRUZ,N/D,N/D,M,VET-A,bluetrail,2021
208,209,23:39:56,00:00:00,Pedro Javier VICENTE FERNANDEZ,N/D,N/D,M,VET-B,bluetrail,2021
209,210,23:42:08,00:00:00,Philippe LETESSIER,N/D,N/D,M,VET-C,bluetrail,2021
210,211,23:50:58,00:00:00,Pedro-Manuel BELLO-GARCIA,N/D,N/D,M,VET-B,bluetrail,2021
211,212,23:51:07,00:00:00,Miguel-Sinue RODRIGUEZ-NAVARRO,N/D,N/D,M,VET-A,bluetrail,2021
212,213,23:52:00,00:00:00,Pablo VILLAR,N/D,N/D,M,VET-A,bluetrail,2021
213,214,23:55:20,00:00:00,Félix QUINTERO-SACRAMENTO,N/D,N/D,M,VET-A,bluetrail,2021
214,215,23:56:22,00:00:00,Mauro SANTOS-MORIN,N/D,N/D,M,VET-A,bluetrail,2021
215,216,23:58:26,00:00:00,Miguel Angel GONZALEZ,N/D,N/D,M,VET-A,bluetrail,2021
216,217,23:58:39,00:00:00,Theo LEROY,N/D,N/D,M,VET-C,bluetrail,2021
217,218,23:59:35,00:00:00,Patrycja MOKRZYCKA,N/D,N/D,F,VET-A,bluetrail,2021
218,219,24:02:34,00:00:00,Natalia DESHKOVETS,N/D,N/D,F,VET-A,bluetrail,2021
219,220,24:03:16,00:00:00,Celso CARVALHO,N/D,N/D,M,VET-B,bluetrail,2021
220,221,24:03:17,00:00:00,Paulo DO AIDO,N/D,N/D,M,VET-A,bluetrail,2021
221,222,24:09:54,00:00:00,Ayose-Carmelo ORTEGA-RODRÍGUEZ,N/D,N/D,M,SENIOR,bluetrail,2021
222,223,24:12:46,00:00:00,Antonio ALGABA DORADO,N/D,N/D,M,VET-A,bluetrail,2021
223,224,24:13:37,00:00:00,Jesus-Basilio BRAVO-BENITEZ,N/D,N/D,M,VET-A,bluetrail,2021
224,225,24:13:38,00:00:00,Eugenia CASTRO-AFONSO,N/D,N/D,F,VET-B,bluetrail,2021
225,226,24:24:41,00:00:00,Marco Antonio FUMERO MARTIN,N/D,N/D,M,VET-A,bluetrail,2021
226,227,24:24:46,00:00:00,Francisco GONZALEZ-ALVAREZ,N/D,N/D,M,VET-A,bluetrail,2021
227,228,24:26:25,00:00:00,Pablo GONZALEZ LUCAS,N/D,N/D,M,VET-A,bluetrail,2021
228,229,24:26:59,00:00:00,Jose BARRANCOS GARCIA,N/D,N/D,M,VET-A,bluetrail,2021
229,230,24:28:23,00:00:00,Carlos-Zebenzui RODRIGUEZ-BARRETO,N/D,N/D,M,VET-A,bluetrail,2021
230,231,24:29:20,00:00:00,Pablo SEIVANE VIOR,N/D,N/D,M,VET-B,bluetrail,2021
231,232,24:29:48,00:00:00,Hendrik DÖRR,N/D,N/D,M,VET-B,bluetrail,2021
232,233,24:32:09,00:00:00,Daniel JAMES,N/D,N/D,M,VET-B,bluetrail,2021
233,234,24:34:09,00:00:00,José-Alexander GONZÁLEZ-PADRÓN,N/D,N/D,M,VET-A,bluetrail,2021
234,235,24:35:03,00:00:00,Antonio PEREZ-BARROSO,N/D,N/D,M,VET-B,bluetrail,2021
235,236,24:37:47,00:00:00,Marceliano DIAZ-RODRIGUEZ,N/D,N/D,M,VET-C,bluetrail,2021
236,237,24:38:17,00:00:00,Juan-Carlos SILES-MATEO,N/D,N/D,M,VET-B,bluetrail,2021
237,238,24:40:17,00:00:00,Jorge LÓPEZ GÓMEZ,N/D,N/D,M,VET-A,bluetrail,2021
238,239,24:42:30,00:00:00,Paul GAFITA,N/D,N/D,M,VET-A,bluetrail,2021
239,240,24:47:29,00:00:00,Mónica ALMEIDA-SÁNCHEZ,N/D,N/D,F,VET-A,bluetrail,2021
240,241,24:55:29,00:00:00,Enzo BAGGIO,N/D,N/D,M,VET-C,bluetrail,2021
241,242,24:58:13,00:00:00,Jose-Alfredo BLANCO-VIGIL,N/D,N/D,M,VET-A,bluetrail,2021
242,243,25:04:13,00:00:00,Julio JORGE-GARCIA,N/D,N/D,M,SENIOR,bluetrail,2021
243,244,25:06:04,00:00:00,Manuela-Yenayra UMPIERREZ-NODA,N/D,N/D,F,SENIOR,bluetrail,2021
